query_id,system_id,prefix,kind,energy,eta,value_real,value_imag
public_0_0,sys_alpha,64,DOS,-1.4168936993634405,0.35316687214338699,0.14749390082164038,0
public_0_1,sys_alpha,192,DOS,-1.4168936993634405,0.35316687214338699,0.14750259489593448,0
public_0_2,sys_alpha,384,DOS,-1.4168936993634405,0.35316687214338699,0.14750259488786446,0
public_0_3,sys_alpha,96,GR,-0.43587461007625417,0.26291311592896593,-0.15225590219236876,-0.45796516618490146
public_0_4,sys_alpha,96,GA,-0.43587461007625417,0.26291311592896593,-0.15225590219236876,0.45796516618490146
public_0_5,sys_alpha,224,GR,1.6831266227840678,0.17658343607169349,0.40180905050498406,-1.0484899557132077
public_0_6,sys_alpha,384,GA,2.5071826577853042,0.12164636707161108,0.79661948618251399,0.17251680894538493
public_1_0,sys_beta,64,DOS,-2.4519529800314843,0.53140817489656023,0.094297835382028503,0
public_1_1,sys_beta,192,DOS,-2.4519529800314843,0.53140817489656023,0.094292331089308429,0
public_1_2,sys_beta,384,DOS,-2.4519529800314843,0.53140817489656023,0.094292331090754869,0
public_1_3,sys_beta,96,GR,-0.97581916087437248,0.39560386353410598,-0.15822693599074955,-0.44986256414965448
public_1_4,sys_beta,96,GA,-0.97581916087437248,0.39560386353410598,-0.15822693599074955,0.44986256414965448
public_1_5,sys_beta,224,GR,2.2126298885049889,0.26570408744828011,0.2764995190476488,-0.37309910870508406
public_1_6,sys_beta,384,GA,3.4525822965969626,0.18304059357548186,0.35967576466888312,0.20547850145735308
public_2_0,sys_gamma,64,DOS,-2.0049593531973455,0.4350201120355362,0.10126188663470338,0
public_2_1,sys_gamma,192,DOS,-2.0049593531973455,0.4350201120355362,0.10126593100101576,0
public_2_2,sys_gamma,384,DOS,-2.0049593531973455,0.4350201120355362,0.10126593100847874,0
public_2_3,sys_gamma,96,GR,-0.79657015309863388,0.32384830562645478,-0.24269776278470695,-0.57535149987998291
public_2_4,sys_gamma,96,GA,-0.79657015309863388,0.32384830562645478,-0.24269776278470695,0.57535149987998291
public_2_5,sys_gamma,224,GR,1.8135505191145833,0.2175100560177681,0.39065053248841575,-0.42784986462140134
public_2_6,sys_gamma,384,GA,2.8285974471975011,0.14984026081224025,0.41855726340751759,0.26024686074547021
