query_id,system_id,prefix,kind,energy,eta,value_real,value_imag
public_0_0,sys_alpha,64,DOS,-1.4168936993634405,0.35316687214338699,0.14190261044860658,0
public_0_1,sys_alpha,192,DOS,-1.4168936993634405,0.35316687214338699,0.14189266192686015,0
public_0_2,sys_alpha,384,DOS,-1.4168936993634405,0.35316687214338699,0.14189266193566263,0
public_0_3,sys_alpha,96,GR,-0.43587461007625417,0.26291311592896593,-0.23815500783629942,-0.6772578515021852
public_0_4,sys_alpha,96,GA,-0.43587461007625417,0.26291311592896593,-0.23815500783629942,0.6772578515021852
public_0_5,sys_alpha,224,GR,1.6831266227840678,0.17658343607169349,0.41629242655144078,-0.5614249902901477
public_0_6,sys_alpha,384,GA,2.5071826577853042,0.12164636707161108,0.54117571553714339,0.30898070259085608
public_1_0,sys_beta,64,DOS,-2.4519529800314843,0.53140817489656023,0.082877791768262599,0
public_1_1,sys_beta,192,DOS,-2.4519529800314843,0.53140817489656023,0.082881663375110118,0
public_1_2,sys_beta,384,DOS,-2.4519529800314843,0.53140817489656023,0.082881663391465729,0
public_1_3,sys_beta,96,GR,-0.97581916087437248,0.39560386353410598,-0.1985570791153429,-0.47146496468703813
public_1_4,sys_beta,96,GA,-0.97581916087437248,0.39560386353410598,-0.1985570791153429,0.47146496468703813
public_1_5,sys_beta,224,GR,2.2126298885049889,0.26570408744828011,0.31982030552322033,-0.35037583570999559
public_1_6,sys_beta,384,GA,3.4525822965969626,0.18304059357548186,0.34213035697465105,0.21326096075559939
public_2_0,sys_gamma,64,DOS,-2.0049593531973455,0.4350201120355362,0.1197492163303413,0
public_2_1,sys_gamma,192,DOS,-2.0049593531973455,0.4350201120355362,0.11975784218919701,0
public_2_2,sys_gamma,384,DOS,-2.0049593531973455,0.4350201120355362,0.1197578421677267,0
public_2_3,sys_gamma,96,GR,-0.79657015309863388,0.32384830562645478,-0.12366943798705049,-0.37169599146434845
public_2_4,sys_gamma,96,GA,-0.79657015309863388,0.32384830562645478,-0.12366943798705049,0.37169599146434845
public_2_5,sys_gamma,224,GR,1.8135505191145833,0.2175100560177681,0.32758958276519434,-0.8529730174832183
public_2_6,sys_gamma,384,GA,2.8285974471975011,0.14984026081224025,0.64666352721069065,0.13820039997762024
