packet_id,realization_id,size,control,target,e_min,e_max,shift_energy,keep_count,eigen_offset,eigen_count
p000000,r0012,6,2.3999999999999999,0.16,-135.6194946559269,74.415441342931302,40.359851583113986,31,0,45
p000001,r0014,18,3.75,0.16,-146.02389715617687,76.705481246844769,41.518780702361305,38,45,45
p000002,r0012,28,3.2999999999999998,0.80000000000000004,-64.823589452521688,76.913205848463633,-36.926230392324626,40,90,45
p000003,r0014,18,1.5,0.16,-91.1985715192897,66.293490751916849,40.644760788523797,26,135,45
p000004,r0024,6,3.75,0.48999999999999999,-60.432030004987169,59.692617939123664,1.2815404465093578,35,180,45
p000005,r0011,18,4.2000000000000002,0.80000000000000004,-64.344770871036971,79.184814747766993,-36.08885374727619,40,225,45
p000006,r0024,10,4.2000000000000002,0.80000000000000004,-59.985332162157434,60.409213850486992,-36.35642295962856,40,270,45
p000007,r0006,6,4.2000000000000002,0.80000000000000004,-64.780381190596898,77.537050557681937,-36.766894840941134,38,315,45
p000008,r0021,28,3.75,0.48999999999999999,-60.577829538042025,59.619969542653266,1.1730479931125728,40,360,45
p000009,r0020,28,4.6500000000000004,0.80000000000000004,-59.833629073995198,60.527479765358677,-36.211407306124428,40,405,45
p000010,r0002,18,2.3999999999999999,0.48999999999999999,-60.714999686872233,59.792203246560433,1.1936738091784249,28,450,45
p000011,r0020,18,1.05,0.48999999999999999,-60.511009752177507,60.44292734094477,1.6254981653148561,26,495,45
p000012,r0020,28,1.5,0.48999999999999999,-60.40484327299022,60.024399728119477,1.4640706575757292,26,540,45
p000013,r0002,18,3.2999999999999998,0.80000000000000004,-69.803766505706875,100.28865608084678,-36.235281988396153,39,585,45
p000014,r0010,6,1.05,0.16,-113.99055435508764,69.992359680513985,41.005093434817724,27,630,45
p000015,r0010,28,2.3999999999999999,0.48999999999999999,-60.147880485702089,59.947198216305154,1.5506096523216086,27,675,45
p000016,r0000,6,2.8500000000000001,0.48999999999999999,-59.751175877690571,60.799414074646791,1.2796249980014835,32,720,45
p000017,r0007,6,4.6500000000000004,0.48999999999999999,-60.399679555100363,60.130520584187622,0.62072251593650951,38,765,45
p000018,r0024,18,3.75,0.48999999999999999,-59.314254630654816,59.38120809285526,0.7704313583353255,39,810,45
p000019,r0017,10,1.95,0.48999999999999999,-60.133632600361793,59.911966994391591,0.63962319296243497,28,855,45
p000020,r0018,6,1.05,0.16,-125.01267563590598,72.656758952296627,40.579649418184211,28,900,45
p000021,r0000,18,1.5,0.80000000000000004,-60.872106493642868,64.698783845999586,-36.207928425714385,26,945,45
p000022,r0017,6,1.95,0.48999999999999999,-59.585841084656487,60.501524355588849,2.1087152898686385,29,990,45
p000023,r0000,6,3.2999999999999998,0.48999999999999999,-59.771907023464962,60.248640919920348,1.8885724276615476,34,1035,45
p000024,r0018,18,3.2999999999999998,0.48999999999999999,-59.775432619347271,60.549360885389433,2.0402120680684463,37,1080,45
p000025,r0024,10,3.75,0.80000000000000004,-66.451461065117442,83.434920299866192,-36.024184792120721,39,1125,45
p000026,r0019,28,4.6500000000000004,0.80000000000000004,-60.555681765398333,63.30494668093479,-35.333556076131714,40,1170,45
p000027,r0002,28,1.5,0.48999999999999999,-60.060638789811627,60.233122978214546,0.83917971188172236,26,1215,45
p000028,r0002,28,3.2999999999999998,0.48999999999999999,-59.915766565359377,60.644950265367896,2.0201990183115344,37,1260,45
p000029,r0004,10,2.8500000000000001,0.16,-60.128639559699835,59.54990284145488,40.851336057270132,31,1305,45
p000030,r0010,28,4.6500000000000004,0.16,-78.851994797153026,63.478974372566952,41.15601930541176,40,1350,45
p000031,r0003,6,2.8500000000000001,0.16,-59.901102762031584,59.187821545438013,40.583593656242883,32,1395,45
p000032,r0005,18,1.95,0.16,-80.323251994833058,63.691545696883836,41.099178066209134,27,1440,45
p000033,r0007,10,1.5,0.80000000000000004,-59.712247709526025,60.753238846944832,-36.069150398231862,27,1485,45
p000034,r0007,6,2.3999999999999999,0.80000000000000004,-60.393261573676078,59.905710417398581,-36.783467175461155,32,1530,45
