case_id,target,size,control,n_realizations,n_ratios,mean_r,se_r
case_amber,0.17999999999999999,7,1.45,29,696,0.53331603579296338,0.011911920120065185
case_amber,0.17999999999999999,7,1.8500000000000001,29,696,0.52978068440907777,0.010667768965271109
case_amber,0.17999999999999999,7,2.25,29,716,0.53642454496505421,0.011165234891647426
case_amber,0.17999999999999999,7,2.6499999999999999,29,743,0.51929322375365483,0.011360005551609468
case_amber,0.17999999999999999,7,3.0499999999999998,29,796,0.50341819293412227,0.0092233144771476407
case_amber,0.17999999999999999,7,3.4500000000000002,29,890,0.48995185962393539,0.010782811318412874
case_amber,0.17999999999999999,7,3.8500000000000001,29,983,0.44049667282228289,0.0086264517397558835
case_amber,0.17999999999999999,7,4.25,29,1048,0.40829384889522052,0.0080501770069828591
case_amber,0.17999999999999999,7,4.6500000000000004,29,1077,0.41050511642596549,0.009628634960135999
case_amber,0.17999999999999999,11,1.45,29,696,0.52466150133102718,0.011044732929755215
case_amber,0.17999999999999999,11,1.8500000000000001,29,696,0.53389285168994371,0.014765228163139063
case_amber,0.17999999999999999,11,2.25,29,696,0.53566612127904378,0.010351445414334845
case_amber,0.17999999999999999,11,2.6499999999999999,29,700,0.51658054188964808,0.0075944952326655046
case_amber,0.17999999999999999,11,3.0499999999999998,29,752,0.51316755836966343,0.010867172462150203
case_amber,0.17999999999999999,11,3.4500000000000002,29,898,0.48571061496659312,0.010109654071088436
case_amber,0.17999999999999999,11,3.8500000000000001,29,1034,0.42199708910203243,0.01033253373683763
case_amber,0.17999999999999999,11,4.25,29,1090,0.39507024151459369,0.0093703029359402529
case_amber,0.17999999999999999,11,4.6500000000000004,29,1102,0.40838899517279953,0.0082047447693068074
case_amber,0.17999999999999999,17,1.45,29,696,0.5370157818658734,0.012043752368199427
case_amber,0.17999999999999999,17,1.8500000000000001,29,696,0.54920205176695935,0.012560540246795347
case_amber,0.17999999999999999,17,2.25,29,696,0.52538424043884857,0.012093597543219271
case_amber,0.17999999999999999,17,2.6499999999999999,29,696,0.52895246260946993,0.011221509353555835
case_amber,0.17999999999999999,17,3.0499999999999998,29,722,0.53811449386141585,0.012413477104306269
case_amber,0.17999999999999999,17,3.4500000000000002,29,897,0.4762638258833356,0.0097746949535093101
case_amber,0.17999999999999999,17,3.8500000000000001,29,1075,0.38203457037040645,0.010768988176468493
case_amber,0.17999999999999999,17,4.25,29,1102,0.40247611632564978,0.010482790204175222
case_amber,0.17999999999999999,17,4.6500000000000004,29,1102,0.39521434749378026,0.0098878965208006042
case_amber,0.17999999999999999,25,1.45,29,696,0.50589650858326995,0.012489096759700682
case_amber,0.17999999999999999,25,1.8500000000000001,29,696,0.54439748110547415,0.011716592865381728
case_amber,0.17999999999999999,25,2.25,29,696,0.54157255156477202,0.010318731672557356
case_amber,0.17999999999999999,25,2.6499999999999999,29,696,0.53648269922127934,0.0099864692740874554
case_amber,0.17999999999999999,25,3.0499999999999998,29,696,0.52892811499247372,0.0087669027834956035
case_amber,0.17999999999999999,25,3.4500000000000002,29,904,0.48522042643389374,0.011159514040609967
case_amber,0.17999999999999999,25,3.8500000000000001,29,1102,0.39054792317946474,0.0093902901204635982
