case_id,target,size,control,realization_id,n_ratios,mean_r
case_amber,0.17999999999999999,7,1.45,r0000,24,0.50792531034810851
case_amber,0.17999999999999999,7,1.45,r0001,24,0.47744324620580164
case_amber,0.17999999999999999,7,1.45,r0002,24,0.48528459063214413
case_amber,0.17999999999999999,7,1.45,r0003,24,0.41547235048928349
case_amber,0.17999999999999999,7,1.45,r0004,24,0.59495745531425392
case_amber,0.17999999999999999,7,1.45,r0005,24,0.51675671270410017
case_amber,0.17999999999999999,7,1.45,r0006,24,0.62477740099375512
case_amber,0.17999999999999999,7,1.45,r0007,24,0.5567799820724435
case_amber,0.17999999999999999,7,1.45,r0008,24,0.66507127488768036
case_amber,0.17999999999999999,7,1.45,r0009,24,0.49836244168818888
case_amber,0.17999999999999999,7,1.45,r0010,24,0.49919295037123573
case_amber,0.17999999999999999,7,1.45,r0011,24,0.53716977795541487
case_amber,0.17999999999999999,7,1.45,r0012,24,0.52414898691425238
case_amber,0.17999999999999999,7,1.45,r0013,24,0.58219532466514856
case_amber,0.17999999999999999,7,1.45,r0014,24,0.49745281610567194
case_amber,0.17999999999999999,7,1.45,r0015,24,0.56265724028251196
case_amber,0.17999999999999999,7,1.45,r0016,24,0.66025658632924256
case_amber,0.17999999999999999,7,1.45,r0017,24,0.56276849874450496
case_amber,0.17999999999999999,7,1.45,r0018,24,0.59165969970487231
case_amber,0.17999999999999999,7,1.45,r0019,24,0.54718948955880753
case_amber,0.17999999999999999,7,1.45,r0020,24,0.59451191243873236
case_amber,0.17999999999999999,7,1.45,r0021,24,0.44533757682405878
case_amber,0.17999999999999999,7,1.45,r0022,24,0.52412862011219152
case_amber,0.17999999999999999,7,1.45,r0023,24,0.41331954526203835
case_amber,0.17999999999999999,7,1.45,r0024,24,0.45724251966219231
case_amber,0.17999999999999999,7,1.45,r0025,24,0.50953616397407309
case_amber,0.17999999999999999,7,1.45,r0026,24,0.58146746732326315
case_amber,0.17999999999999999,7,1.45,r0027,24,0.48409285728448537
case_amber,0.17999999999999999,7,1.45,r0028,24,0.54900623914748248
case_amber,0.17999999999999999,7,1.8500000000000001,r0000,24,0.50281444332608183
case_amber,0.17999999999999999,7,1.8500000000000001,r0001,24,0.4386043099826587
case_amber,0.17999999999999999,7,1.8500000000000001,r0002,24,0.44692665958990901
case_amber,0.17999999999999999,7,1.8500000000000001,r0003,24,0.57324423122421464
case_amber,0.17999999999999999,7,1.8500000000000001,r0004,24,0.59679626553985077
case_amber,0.17999999999999999,7,1.8500000000000001,r0005,24,0.41818432871706329
case_amber,0.17999999999999999,7,1.8500000000000001,r0006,24,0.58141818637038922
case_amber,0.17999999999999999,7,1.8500000000000001,r0007,24,0.58267550503264198
case_amber,0.17999999999999999,7,1.8500000000000001,r0008,24,0.55458248834788437
case_amber,0.17999999999999999,7,1.8500000000000001,r0009,24,0.51940988319696235
case_amber,0.17999999999999999,7,1.8500000000000001,r0010,24,0.52572656791862726
case_amber,0.17999999999999999,7,1.8500000000000001,r0011,24,0.58159420183793509
case_amber,0.17999999999999999,7,1.8500000000000001,r0012,24,0.47913867767147772
case_amber,0.17999999999999999,7,1.8500000000000001,r0013,24,0.4663252126646989
case_amber,0.17999999999999999,7,1.8500000000000001,r0014,24,0.5203597112276398
case_amber,0.17999999999999999,7,1.8500000000000001,r0015,24,0.58986300321737606
case_amber,0.17999999999999999,7,1.8500000000000001,r0016,24,0.50019897320056794
case_amber,0.17999999999999999,7,1.8500000000000001,r0017,24,0.55413616686120359
case_amber,0.17999999999999999,7,1.8500000000000001,r0018,24,0.46053108231773149
case_amber,0.17999999999999999,7,1.8500000000000001,r0019,24,0.46948416884138394
case_amber,0.17999999999999999,7,1.8500000000000001,r0020,24,0.55612257699833278
case_amber,0.17999999999999999,7,1.8500000000000001,r0021,24,0.63163186128613014
case_amber,0.17999999999999999,7,1.8500000000000001,r0022,24,0.50931256195598718
case_amber,0.17999999999999999,7,1.8500000000000001,r0023,24,0.54569395256428355
case_amber,0.17999999999999999,7,1.8500000000000001,r0024,24,0.49675089456095867
case_amber,0.17999999999999999,7,1.8500000000000001,r0025,24,0.50508338919079387
case_amber,0.17999999999999999,7,1.8500000000000001,r0026,24,0.55037737992694913
case_amber,0.17999999999999999,7,1.8500000000000001,r0027,24,0.64752732749279163
case_amber,0.17999999999999999,7,1.8500000000000001,r0028,24,0.55912583680073036
case_amber,0.17999999999999999,7,2.25,r0000,25,0.5010881868608521
case_amber,0.17999999999999999,7,2.25,r0001,25,0.62004201329927111
case_amber,0.17999999999999999,7,2.25,r0002,25,0.51095531879446077
case_amber,0.17999999999999999,7,2.25,r0003,25,0.51867775527484727
case_amber,0.17999999999999999,7,2.25,r0004,24,0.59962549894541117
case_amber,0.17999999999999999,7,2.25,r0005,25,0.56605771711755848
case_amber,0.17999999999999999,7,2.25,r0006,24,0.60683783036475603
case_amber,0.17999999999999999,7,2.25,r0007,25,0.47568869998577945
case_amber,0.17999999999999999,7,2.25,r0008,24,0.49992898280701187
case_amber,0.17999999999999999,7,2.25,r0009,24,0.551817284636135
case_amber,0.17999999999999999,7,2.25,r0010,24,0.5827289726134347
case_amber,0.17999999999999999,7,2.25,r0011,25,0.53824683917332716
case_amber,0.17999999999999999,7,2.25,r0012,25,0.59461462897526463
