realization_id,disorder_model,time,norm,sx,sy,sz,mean_x,mean_y,second_x,second_y,second_xy
scalar_0,scalar,0,0.99999999999990652,0.80886186953977357,0.35155660871298655,0.47132836417370338,3.1543867548501177,3.5495155247776271,11.421461973913908,14.072967374707121,11.196544757493406
scalar_0,scalar,0.22,0.99999999999990907,0.85016520831471376,0.36350576765891762,0.37056456282207484,3.4493680494818078,3.3317480594857756,13.396173514364953,12.599106649883812,11.476013657598495
scalar_0,scalar,0.55000000000000004,0.99999999999992095,0.87242042749318782,0.39492071744206669,0.19848302277429949,3.9015233439344743,3.0086742393147952,16.837329996060575,10.670335656922587,11.712056312077019
scalar_0,scalar,0.94999999999999996,0.9999999999999325,0.82838803551539009,0.44935146319435892,-0.017846535185194211,4.4611286649075046,2.640612848841378,21.76937367231703,8.8437090732109951,11.773539187624193
scalar_0,scalar,1.3999999999999999,0.99999999999992661,0.69140386251057662,0.51589013031367492,-0.23143155681527627,5.0964966285042896,2.2907654181089194,28.219066988841472,7.505318715814405,11.732862502199005
scalar_0,scalar,1.95,0.99999999999990985,0.43909856265080488,0.57101970653663248,-0.4033121189036043,5.8483748490078504,2.0078573391928458,36.894728190555213,6.8383239423401943,11.907195581179106
scalar_0,scalar,2.5,0.99999999999992129,0.16735966002166688,0.56529014216738838,-0.46866353350948919,6.4954483160931042,1.9233553150836513,45.085428525508341,6.9960414128434891,12.728376264789507
scalar_1,scalar,0,0.99999999999990485,0.80886186953977413,0.35155660871299277,0.47132836417369428,3.1543867548501141,3.5495155247776262,11.421461973913914,14.072967374707119,11.196544757493388
scalar_1,scalar,0.22,0.99999999999990929,0.8502276100600199,0.36317971885664718,0.37074214368895542,3.4495363055602337,3.330603766543859,13.392711938659243,12.582350769298156,11.474991975370948
scalar_1,scalar,0.55000000000000004,0.99999999999992706,0.87285493556689964,0.39346551807209285,0.19942077224221927,3.9019117708887365,3.0045013463866752,16.810115418801786,10.587557641271021,11.712485970378504
scalar_1,scalar,0.94999999999999996,0.99999999999993516,0.83014864683977763,0.44586346664796084,-0.015784788119569813,4.459985156143059,2.6376553825745561,21.669441211353213,8.6676951850486805,11.800147924769025
scalar_1,scalar,1.3999999999999999,0.9999999999999134,0.69669280933816813,0.50782921011006377,-0.22924094423131133,5.0895521142497815,2.3004669933389974,27.966390787737559,7.2571655887042592,11.842191207595652
scalar_1,scalar,1.95,0.99999999999990608,0.45188854144445334,0.55158477034181796,-0.40355957918914392,5.8285546792128162,2.0451382657583665,36.365874663869739,6.6030475298693432,12.181419731751509
scalar_1,scalar,2.5,0.99999999999993539,0.19037735001585968,0.52920665321270144,-0.46815730493306562,6.458672767699051,1.989925083578542,44.247803622008092,6.9563401511126273,13.151588274493491
scalar_2,scalar,0,0.99999999999990608,0.80886186953976968,0.35155660871299566,0.47132836417370272,3.1543867548501248,3.5495155247776311,11.421461973913935,14.072967374707147,11.196544757493459
scalar_2,scalar,0.22,0.99999999999991052,0.85022749876643866,0.36350092166518033,0.37044330059185299,3.4495949988780716,3.3317300750067234,13.399708924429977,12.601903601869884,11.47760533165647
scalar_2,scalar,0.55000000000000004,0.99999999999992784,0.87260991508608321,0.39498915971006976,0.19771634270501309,3.9023442886336706,3.0093652824629724,16.855349681779686,10.689980381434561,11.7238018843425
scalar_2,scalar,0.94999999999999996,0.99999999999994071,0.82845098733651301,0.4493342327580605,-0.020107373179997362,4.4618660767352178,2.645877857874793,21.809639093848393,8.9135778870137035,11.820851918496926
scalar_2,scalar,1.3999999999999999,0.99999999999992539,0.69099828174334088,0.51435459971193709,-0.2361707734697904,5.095408211405541,2.3113887591454505,28.278931444562261,7.6926422312727381,11.883034153936171
scalar_2,scalar,1.95,0.99999999999991207,0.43848698200915204,0.56284432362725967,-0.411949652648403,5.8413049296356885,2.0700430841066799,36.939721936074328,7.2848023725686248,12.322369433836643
scalar_2,scalar,2.5,0.99999999999994238,0.16922506436916201,0.54173055169543405,-0.47964215988281667,6.4678619236145991,2.0523689725264882,44.924124757761788,7.8386065590782419,13.545430746811162
scalar_ising_0,scalar_ising,0,0.99999999999991263,0.80886186953977923,0.35155660871300332,0.4713283641736945,3.1543867548501137,3.5495155247776364,11.421461973913875,14.072967374707188,11.196544757493454
scalar_ising_0,scalar_ising,0.22,0.99999999999991607,0.8529774731355928,0.3559230789871401,0.37006857578979113,3.4492665936516405,3.3318110727448369,13.394690948423079,12.599599045068024,11.47536488060263
scalar_ising_0,scalar_ising,0.55000000000000004,0.99999999999992661,0.88167122146466514,0.37006565240052708,0.19464490770687179,3.8996305051960061,3.0088769331025369,16.818098931370155,10.671904741267737,11.703147949897964
scalar_ising_0,scalar_ising,0.94999999999999996,0.99999999999993439,0.85321405553425678,0.39724620848740244,-0.032370627424760726,4.4529461980511025,2.6396564240721307,21.686964655360924,8.8385600219299398,11.732926235142775
