disorder_model,time,count,norm_mean,norm_std,sx_mean,sx_std,sy_mean,sy_std,sz_mean,sz_std,mean_x_mean,mean_x_std,mean_y_mean,mean_y_std,second_x_mean,second_x_std,second_y_mean,second_y_std,second_xy_mean,second_xy_std
scalar,0,3,0.99999999999990585,7.0508631834064012e-16,0.80886186953977246,1.975656351854947e-15,0.35155660871299171,3.7990343789677255e-15,0.47132836417370011,4.14355203630461e-15,3.154386754850119,4.4334844334627905e-15,3.5495155247776284,2.1451546829516131e-15,11.421461973913919,1.1512108063996359e-14,14.072967374707128,1.3053503572900977e-14,11.196544757493418,3.0198066269804258e-14
scalar,0.22,3,0.99999999999990974,6.4418452740704381e-16,0.85020677238039077,2.9390267813995998e-05,0.36339546939358169,0.0001525714948354354,0.37058333570096108,0.00012272221995955276,3.4494997846400377,9.6183298359983648e-05,3.331360633678786,0.00053523624399019396,13.396198125818058,0.0028565604914161662,12.594453673683951,0.0086338850286478055,11.476203654875304,0.0010753238249215252
scalar,0.55000000000000004,3,0.99999999999992539,3.0800769658228138e-15,0.87262842604872359,0.00017786944338210942,0.39445846507474308,0.00070267531552225127,0.19854004590717725,0.00069699772361541865,3.9019264678189605,0.00033531035335751199,3.0075136227214809,0.0021486029098127329,16.834265032214017,0.018593549765514274,10.649291226542722,0.044382845508610089,11.716114722266008,0.0054384738764168689
scalar,0.94999999999999996,3,0.99999999999993605,3.423137648849436e-15,0.82899588989722695,0.00081552729747684635,0.44818305420012677,0.0016402111715885983,-0.017912898828253795,0.0017653117762400996,4.4609932992619274,0.00077382532999109013,2.6413820297635757,0.0034005886239547932,21.749484659172879,0.058938053338055608,8.8083273817577918,0.10345199804409214,11.798179676963381,0.019365418064636535
scalar,1.3999999999999999,3,0.99999999999992184,5.9611843277890481e-15,0.69303165119736188,0.002594119393125126,0.51269131337855856,0.0034947102600310456,-0.23228109150545936,0.0028921635743261098,5.0938189847198707,0.0030496776498073444,2.3008737235311227,0.0084243544149945077,28.154796407047098,0.13544604412888192,7.4850421785971344,0.17835980493900749,11.819362621243611,0.063396842784120139
scalar,1.95,3,0.99999999999990941,2.4759052117669906e-15,0.44315802870147003,0.0061784516553829169,0.56181626683523678,0.0079675116065116257,-0.40627378358038374,0.0040147167941797322,5.8394114859521187,0.0082015701510192614,2.0410128963526306,0.025554265425722922,36.733441596833096,0.26055734741770353,6.9087246149260544,0.28274205843416911,12.136994915589085,0.17238040337370975
scalar,2.5,3,0.99999999999993294,8.7733379831578941e-15,0.1756540248022295,0.010438779058703862,0.54540911569184125,0.014958908574101726,-0.47215433277512381,0.0052987251887551051,6.473994335802252,0.015627221961485218,1.9885497903962273,0.052678582144912278,44.752452301759412,0.36286585570369972,7.2636627076781197,0.40686965295440763,13.141798428698053,0.33363291949730489
scalar_ising,0,3,0.99999999999991607,3.7518311232700003e-15,0.80886186953978234,4.6333248443678534e-15,0.35155660871300154,7.5833190223969441e-15,0.47132836417369744,5.1577597012493723e-15,3.1543867548501154,3.0445222344970464e-15,3.5495155247776311,4.3812801052178748e-15,11.421461973913891,3.4291816167264386e-14,14.072967374707153,3.2850596925205851e-14,11.196544757493422,2.1852317984456154e-14
scalar_ising,0.22,3,0.99999999999991829,1.7247211359436918e-15,0.84886683989801826,0.0066208585888780334,0.36299963351752867,0.016063845594109148,0.37063029783141827,0.00096857198438432448,3.4494858274940312,0.0010490849419886388,3.3315080255953267,0.0008077253397334429,13.395722455870427,0.0091486416098228943,12.595152736553191,0.011671029574711755,11.476391292810433,0.005526168364022528
scalar_ising,0.55000000000000004,3,0.99999999999992417,5.1590540072878766e-15,0.86672272922056492,0.014680576372072747,0.39025129961362232,0.035723506110198942,0.1987782965189121,0.0056663079339210982,3.9009553813728499,0.0062710388024697699,3.0086764904443277,0.0036620576882080255,16.825137387493118,0.057770762148301485,10.655898319963747,0.059456720315830394,11.71567606561735,0.03086633816838703
scalar_ising,0.94999999999999996,3,0.9999999999999295,8.6725403966868815e-15,0.82143154309533628,0.024199490588809172,0.43329872806055936,0.049486780404394401,-0.01868754057773336,0.014921272116155508,4.4557705611535887,0.017191730882110609,2.6447276389578658,0.0082937452062688474,21.702899080902725,0.17073445687666483,8.8301929049109695,0.13960072895457271,11.791950544939132,0.083568486553542626
scalar_ising,1.3999999999999999,3,0.99999999999992362,1.8321483285305603e-15,0.69446530734296485,0.032558804665245855,0.47816735791866299,0.052979687591297467,-0.23954539752749862,0.026456627098793754,5.0790401674600529,0.033371551946954972,2.3061508801918893,0.019512413577144571,28.015962607375783,0.36071816655845224,7.5291632628243299,0.25032505688282186,11.794344293732914,0.18173615105181096
scalar_ising,1.95,3,0.99999999999991829,5.0038101922106386e-15,0.46981090239057099,0.036568409614724517,0.50175053410577519,0.049770197093920186,-0.43226449939417916,0.037165763735670508,5.8067113980908713,0.055661853349531693,2.0451290524378405,0.047201827503785689,36.400292736122552,0.65717040605517163,6.9827238461914183,0.42690851733710677,12.061766339678394,0.38357046102203668
scalar_ising,2.5,3,0.99999999999992983,8.060657526931955e-15,0.22778686675620086,0.039752409028357104,0.47286105385360494,0.045095178885700908,-0.52079021849963814,0.043953586825442127,6.420425347700367,0.07448871108231693,1.9862406497848462,0.088091039484388706,44.174284197675384,0.93088172289719806,7.3596206091013734,0.64788575381658475,12.982703607468787,0.66673470947350721
