index,value
0,-0.60091158009153889
1,-0.80318776773810097
2,-0.82234045596138561
3,-0.46383637101493047
4,-0.83802356216126939
5,-0.83634916544261961
6,-0.74873950309399229
7,-0.43246737577130001
8,-0.60754399692921701
9,-0.54224423682174427
10,-0.48244379311551144
11,-0.58549996497316248
12,-0.45125949435192159
13,-0.61744898245481195
14,-0.6630459335057669
15,-0.42213812694108621
16,-0.52920785354679167
17,-0.74548206419187157
18,-0.37032109316484174
19,-0.38311885655157096
20,-0.73731025881359846
21,-0.69300465657629828
22,-0.73197553687355676
23,-0.61562883747678931
24,-0.84618050461470484
25,-0.47325015141124149
26,-0.77383174163027502
27,-0.47246618688496389
28,-0.80416179832102963
29,-0.59255147565261101
30,-0.73385327390175514
31,-0.59426171006081441
32,-0.79803253293326493
33,-0.78640006573434551
34,-0.81194048706788102
35,-0.81579531296520802
36,-0.81758149171668815
37,-0.74980616338786554
38,-0.95356538223895471
39,-0.88709296040413887
40,-0.73472536259490728
41,-0.9532652045497485
42,-0.89763700185786921
43,-0.72755794893121939
44,-0.89627095514208144
45,-0.95332778883280012
46,-0.87959327393885045
47,-1.0051762878142214
48,-0.77725565733673874
49,-0.96499040954977477
50,-0.76570405445275747
51,-0.87318489723540815
52,-0.67916877795157304
53,-0.5760676329497475
54,-0.73691357122955436
55,-0.84943968465487396
56,-0.9326291381213293
57,-0.58955879038768333
58,-0.50149876368227331
59,-0.62196420666933461
60,-0.51789026590834086
61,-0.43216858981601436
62,-0.70555248314366503
63,-0.43669143405163946
64,-0.67718588757774989
65,-0.39194781830212178
66,-0.62915852881484824
67,-0.64950234548767516
68,-0.74998797540368278
69,-0.61375163331913019
70,-0.5379798511391648
71,-0.36335438302940237
72,-0.47903883434024108
73,-0.6615244135972469
74,-0.56886774403886275
75,-0.47985017718360867
76,-0.39297611693104095
77,-0.70657005360344871
78,-0.40413324704243425
79,-0.39515254677724065
80,-0.74144456000917147
81,-0.70479223393930779
82,-0.52417150557452086
83,-0.79113017519379991
84,-0.61881058571629766
85,-0.91507740983378882
86,-0.58956959875711312
87,-0.95853520843582396
88,-0.98045812909065799
89,-0.93517039836381077
90,-0.76717625670925593
91,-0.77899822121239792
92,-0.63257254515884731
93,-0.8524540745939726
94,-0.96421243568107129
95,-0.6589827721202316
96,-0.95971476272352108
97,-0.91613308604162391
98,-0.80999898818536686
99,-0.89273396264016769
100,-1.0802571850943632
101,-0.99649843266025062
102,-1.1000050276798941
103,-1.0680555732839105
104,-0.79502543811509285
105,-1.0599158779695861
106,-1.0106841813578131
107,-0.81140204836188767
108,-0.80407549908953435
109,-0.90750535763510998
110,-0.70252155155312257
111,-0.77170755779353972
112,-0.6297752964473059
113,-0.63224968879550758
114,-0.69082464525843856
115,-0.85850831198473765
116,-0.89492387105405025
117,-0.78963233347317363
118,-0.65839995318913602
119,-0.83183242560759296
120,-0.68171615018035359
121,-0.79695612553129114
122,-0.68267356699862636
123,-0.56814489952659142
124,-0.54637122436511321
125,-0.61734956694273058
126,-0.50445418727255875
127,-0.68378571260103271
