query_id,system_id,prefix,kind,energy,eta,value_real,value_imag
public_0_0,sys_alpha,64,DOS,-1.4168936993634405,0.35316687214338699,0.14751403380718817,0
public_0_1,sys_alpha,192,DOS,-1.4168936993634405,0.35316687214338699,0.14751403380718817,0
public_0_2,sys_alpha,384,DOS,-1.4168936993634405,0.35316687214338699,0.14751403380718817,0
public_0_3,sys_alpha,96,GR,-0.43587461007625417,0.26291311592896593,-0.15232637960980899,-0.45788535324540602
public_0_4,sys_alpha,96,GA,-0.43587461007625417,0.26291311592896593,-0.15232637960980899,0.45788535324540602
public_0_5,sys_alpha,224,GR,1.6831266227840678,0.17658343607169349,0.40351425177342509,-1.0506654215966114
public_0_6,sys_alpha,384,GA,2.5071826577853042,0.12164636707161108,0.79654028235772956,0.17023101039106339
public_1_0,sys_beta,64,DOS,-2.4519529800314843,0.53140817489656023,0.094299993796052112,0
public_1_1,sys_beta,192,DOS,-2.4519529800314843,0.53140817489656023,0.094299993796052112,0
public_1_2,sys_beta,384,DOS,-2.4519529800314843,0.53140817489656023,0.094299993796052112,0
public_1_3,sys_beta,96,GR,-0.97581916087437248,0.39560386353410598,-0.15834940016387652,-0.45011156367865091
public_1_4,sys_beta,96,GA,-0.97581916087437248,0.39560386353410598,-0.15834940016387652,0.45011156367865091
public_1_5,sys_beta,224,GR,2.2126298885049889,0.26570408744828011,0.27666292713008467,-0.37311556009176683
public_1_6,sys_beta,384,GA,3.4525822965969626,0.18304059357548186,0.35965825097330373,0.2053445043594212
public_2_0,sys_gamma,64,DOS,-2.0049593531973455,0.4350201120355362,0.10124587865411606,0
public_2_1,sys_gamma,192,DOS,-2.0049593531973455,0.4350201120355362,0.10124587865411606,0
public_2_2,sys_gamma,384,DOS,-2.0049593531973455,0.4350201120355362,0.10124587865411606,0
public_2_3,sys_gamma,96,GR,-0.79657015309863388,0.32384830562645478,-0.24256170635615038,-0.57593495202108358
public_2_4,sys_gamma,96,GA,-0.79657015309863388,0.32384830562645478,-0.24256170635615038,0.57593495202108358
public_2_5,sys_gamma,224,GR,1.8135505191145833,0.2175100560177681,0.39068315587038333,-0.42800829677699681
public_2_6,sys_gamma,384,GA,2.8285974471975011,0.14984026081224025,0.41793669659520483,0.26051351373511289
