index,value
0,0.4844591452935515
1,0.148698785081056
2,0.54179733341167757
3,0.10626676635080268
4,0.11989173073057233
5,0.49587219226984225
6,0.35779684391103994
7,0.15384950849173634
8,-0.041043202657287836
9,0.31827664875329331
10,0.34745512631740616
11,0.33565875775671655
12,0.13523864151818196
13,0.44982598375471172
14,0.47903949495811321
15,0.57451413913306615
16,0.49150165429950432
17,0.23870538136823027
18,0.13662711066267577
19,0.34420334128811869
20,0.57547747836945118
21,0.34939181791777091
22,0.43075009372121309
23,0.086608888444354104
24,0.099370625716506455
25,0.27002832137761984
26,0.46349462133916081
27,0.16234562876717912
28,0.73378583863349056
29,0.1558920720085572
30,0.074578294148570201
31,0.25043266611678644
32,0.60818853238807047
33,0.42138294341754373
34,0.63302997616050294
35,0.31818447841756869
36,0.76682726459386585
37,0.42786899606515355
38,0.23813587919739768
39,0.54627898271966302
40,0.74702288891860313
41,0.447187452033112
42,0.43698369300119533
43,0.39562638569697367
44,0.26358135200096622
45,0.46270409708399118
46,0.15080725622614227
47,0.7561187465421948
48,0.51566494165389787
49,0.3772651159422995
50,0.19675135065481325
51,0.44692207761876074
52,0.83776755643012435
53,0.82929767845443303
54,0.24919641938687664
55,0.62686291804487815
56,0.59992862313271433
57,0.83085800210424332
58,0.22880755504760669
59,0.53758801882255081
60,0.79216747545537958
61,0.45608991783833125
62,0.83575420758850361
63,0.44767573256460763
64,0.80627446353354792
65,0.59910653594554353
66,0.69092690121400357
67,0.45602290821270219
68,0.55939266558118828
69,0.39171840381591044
70,0.76884987485911238
71,0.39176308536228194
72,0.32612060332036097
73,0.25463523938477417
74,0.65349027193869103
75,0.39433402117508831
76,0.3026472061546181
77,0.81385172233202807
78,0.78992837500105151
79,0.45968325999185999
80,0.58518366434578439
81,0.32833427135305343
82,0.56007315561271298
83,0.72025667487610257
84,0.63848009665017791
85,0.33734489772347193
86,0.26344442843402482
87,0.73811308177217683
88,0.31236508342711022
89,0.52081865011530648
90,0.51756884515207335
91,0.61958425350755375
92,0.69587894973603337
93,0.2134078555374056
94,0.70067772565485198
95,0.36897291259540316
96,0.57915518777317387
97,0.46841895311465753
98,0.34436256598580106
99,0.39918755650192206
100,0.80844357462367822
101,0.59232464568146992
102,0.33495363021710067
103,0.54351694743734003
104,0.22329930388763708
105,0.26939945020524025
106,0.30398205188826571
107,0.39333269421872119
108,0.44576209466116906
109,0.32529900601582107
110,0.75456001932268202
111,0.55815847158933085
112,0.68019354004880572
113,0.45698421212091533
114,0.34144338309729294
115,0.44160164205536029
116,0.69683919869670219
117,0.15575330515738078
118,0.17163077752521089
119,0.26107980056077817
120,0.56926936626470703
121,0.19495842886961157
122,0.089286066151728682
123,0.28791139453506537
124,0.23114647480916981
125,0.68321709163474464
126,0.11608467236211234
127,0.67317210998932975
128,0.18039558353825719
129,0.30982545297752379
130,0.35239628665387684
131,0.38537922921490225
132,0.038072398440793076
133,0.63435820088376582
134,0.27428644432295102
135,0.54263659714410561
136,0.15806380899610503
137,0.37788151136825654
138,0.49433655102086149
139,0.48652428167207074
140,0.010694606882170776
141,0.071735284269257571
142,0.44782400391112259
143,0.087326937757424644
144,0.58163997674102697
145,0.06907076857683872
146,0.10405677325809085
147,0.52465442378316673
148,0.26447372369974614
149,0.061476115349900579
150,0.38521367294471787
151,0.59717996897078507
152,0.07287457735673486
153,-0.035858243565968229
154,0.17078027738262555
155,0.0044987627523864759
156,-0.0013038604964781819
157,-0.024057075657547444
158,0.0081626248858010786
159,0.45409143427065624
160,0.2265636128029897
161,0.14697947306963141
162,0.44250711398454462
163,0.3742351797096779
164,0.34722513553739581
165,0.14647499985735124
166,0.42306629336525414
167,0.32233182899626822
168,0.038212363784494524
169,-0.039622237856027198
170,0.32637800330030664
171,-0.081052650477529881
172,0.34697055989529541
173,0.41252269036902744
174,0.035613094032543993
175,0.26070707276048466
176,0.34836045764202672
177,-0.042121769350817018
178,0.053924857116684433
179,0.1631434741192023
180,-0.058198530108817315
181,-0.14348512485874829
182,0.11074086733191837
183,0.25305132455696067
184,0.21706184411238702
185,-0.025844316442694776
186,-0.063034492802491238
187,0.097505662631931833
188,-0.15530189507504627
189,0.28987154373872259
190,-0.082784033505078625
191,0.19154733043348146
192,-0.31797552147328945
193,0.35198700652452497
194,0.19560693845592406
195,0.11265684449197377
196,0.073961002746885857
197,0.076780792556644745
198,0.10528181545578844
199,0.033625189021073532
200,-0.087747590047243168
201,0.14083683288425941
202,-0.14036076842772854
203,-0.08326373560874531
204,0.040285103442733589
205,-0.29653710868920813
206,0.1286452951997549
207,-0.11525617651763856
208,0.16481123150894603
209,0.0021395328897333699
210,-0.011255233352171407
211,-0.24485232254237382
212,0.16119050481818556
