query_id,system_id,prefix,kind,energy,eta,value_real,value_imag
public_0_0,sys_alpha,64,DOS,-1.4168936993634405,0.35316687214338699,0.08184844378885392,0
public_0_1,sys_alpha,192,DOS,-1.4168936993634405,0.35316687214338699,0.081864744489871993,0
public_0_2,sys_alpha,384,DOS,-1.4168936993634405,0.35316687214338699,0.081864744499403841,0
public_0_3,sys_alpha,96,GR,-0.43587461007625417,0.26291311592896593,-0.37504328797534892,-0.86266893316432047
public_0_4,sys_alpha,96,GA,-0.43587461007625417,0.26291311592896593,-0.37504328797534892,0.86266893316432047
public_0_5,sys_alpha,224,GR,1.6831266227840678,0.17658343607169349,0.9043291445277255,-0.1981621106922842
public_0_6,sys_alpha,384,GA,2.5071826577853042,0.12164636707161108,0.4944344198731766,0.032857032945219224
public_1_0,sys_beta,64,DOS,-2.4519529800314843,0.53140817489656023,0.045133334990551319,0
public_1_1,sys_beta,192,DOS,-2.4519529800314843,0.53140817489656023,0.045134541606102356,0
public_1_2,sys_beta,384,DOS,-2.4519529800314843,0.53140817489656023,0.045134541619237828,0
public_1_3,sys_beta,96,GR,-0.97581916087437248,0.39560386353410598,-0.44653575739806767,-0.63904736915483618
public_1_4,sys_beta,96,GA,-0.97581916087437248,0.39560386353410598,-0.44653575739806767,0.63904736915483618
public_1_5,sys_beta,224,GR,2.2126298885049889,0.26570408744828011,0.5928373905814609,-0.19434287613103723
public_1_6,sys_beta,384,GA,3.4525822965969626,0.18304059357548186,0.32807437367885334,0.022268654768095378
public_2_0,sys_gamma,64,DOS,-2.0049593531973455,0.4350201120355362,0.049273792035852491,0
public_2_1,sys_gamma,192,DOS,-2.0049593531973455,0.4350201120355362,0.049277721301745174,0
public_2_2,sys_gamma,384,DOS,-2.0049593531973455,0.4350201120355362,0.049277721275173471,0
public_2_3,sys_gamma,96,GR,-0.79657015309863388,0.32384830562645478,-0.62362761149253287,-0.7301060225184709
public_2_4,sys_gamma,96,GA,-0.79657015309863388,0.32384830562645478,-0.62362761149253287,0.7301060225184709
public_2_5,sys_gamma,224,GR,1.8135505191145833,0.2175100560177681,0.72285620208098089,-0.27466464556611042
public_2_6,sys_gamma,384,GA,2.8285974471975011,0.14984026081224025,0.40791611573901559,0.028304718003197164
