realization_id,disorder_model,time,norm,sx,sy,sz,mean_x,mean_y,second_x,second_y,second_xy
scalar_0,scalar,0.11,0.9999999999999073,0.83190336903343165,0.3565916357676624,0.42281796170999963,3.3011389016382391,3.4406947109662651,12.376977302777103,13.318666608533684,11.349208935277799
scalar_0,scalar,0.37,0.99999999999991374,0.86660242906970242,0.37589063354913366,0.29454437305820941,3.6536103932391333,3.1837760566024276,14.88900949063566,11.677948185603723,11.608822653514336
scalar_0,scalar,0.78000000000000003,0.99999999999992895,0.85670247960153545,0.42467859706573441,0.073074376711078595,4.2220820097945566,2.7923266811603469,19.573666076819745,9.5481935882843114,11.769764977164227
scalar_0,scalar,1.1699999999999999,0.9999999999999325,0.77182413362157254,0.48254628737075128,-0.12863834957143708,4.7719379556340389,2.458713372091232,24.815884512111939,8.0940925183266561,11.753055928240931
scalar_0,scalar,1.73,0.9999999999999144,0.54703147346577852,0.55476672983501318,-0.34809043227196557,5.5545397573460376,2.0988476547008337,33.381647280573993,6.9894624873514397,11.780042255388304
scalar_0,scalar,2.23,0.99999999999991207,0.29800988228206243,0.57701164966353102,-0.44819897123329999,6.197912557650568,1.9388062665914749,41.251480239013681,6.8343638278071035,12.226126486542293
scalar_1,scalar,0.11,0.9999999999999063,0.83191910672790292,0.35649957439018043,0.4228648164673714,3.3011893228956959,3.4403695741308136,12.376185002379929,13.314187144250068,11.348875372647571
scalar_1,scalar,0.37,0.9999999999999164,0.86678340753792171,0.37510650744845581,0.2950112611124342,3.6539516126468432,3.1811554664548134,14.878069089676005,11.635098748064459,11.607280711752779
scalar_1,scalar,0.78000000000000003,0.99999999999993561,0.85773404830582223,0.42218602712451886,0.07469241785418046,4.2219447411720585,2.7878062214814299,19.511435988358151,9.4104128525783448,11.780610647967407
scalar_1,scalar,1.1699999999999999,0.99999999999992695,0.77500007443124541,0.47725973514393516,-0.12626174899172546,4.7685477396813347,2.4604348113798253,24.650929917080685,7.8762739336184779,11.812440898398918
