packet_id,realization_id,size,control,target,e_min,e_max,shift_energy,keep_count,eigen_offset,eigen_count
p000000,r0012,14,1.25,0.46999999999999997,-59.902060445451355,59.984164332106474,3.1876386866542985,27,0,45
p000001,r0005,21,4.0499999999999998,0.23999999999999999,-60.748448746306131,60.497500703414069,30.948472835481223,40,45,45
p000002,r0014,14,2.4500000000000002,0.23999999999999999,-64.537203080769018,61.811194081759375,31.937578762752562,37,90,45
p000003,r0014,9,1.6499999999999999,0.23999999999999999,-59.721905207664406,60.127611054094473,31.813727151272342,32,135,45
p000004,r0004,14,0.84999999999999998,0.46999999999999997,-60.004934160356818,60.091856433424788,3.196364854347439,27,180,45
p000005,r0020,14,2.0499999999999998,0.76000000000000001,-59.889030076986344,60.003429439210279,-30.664839793099151,29,225,45
p000006,r0000,30,2.8500000000000001,0.46999999999999997,-60.470068885385793,59.934467626610861,3.7943354659724351,38,270,45
p000007,r0010,14,0.84999999999999998,0.23999999999999999,-59.921004857383735,59.109465277418984,30.992152445066331,28,315,45
p000008,r0004,14,3.25,0.76000000000000001,-60.360411480755381,60.074725623774874,-31.00597857566812,35,360,45
p000009,r0019,30,3.6499999999999999,0.23999999999999999,-64.76967066253269,61.276188038656443,30.575181950371054,40,405,45
p000010,r0000,9,1.25,0.23999999999999999,-59.848758360965512,60.051800243421013,31.725666178368247,30,450,45
p000011,r0001,14,2.0499999999999998,0.46999999999999997,-59.501175396156725,59.30598677965591,3.0166205570239724,32,495,45
p000012,r0019,9,2.8500000000000001,0.76000000000000001,-60.026252105103637,60.179934259116472,-31.626767377690815,33,540,45
p000013,r0024,9,2.8500000000000001,0.46999999999999997,-59.758777110879755,60.341523898643437,3.4443824241675385,36,585,45
p000014,r0022,21,1.25,0.23999999999999999,-60.06479718290155,60.799702583633426,31.342222639665035,27,630,45
p000015,r0005,14,2.4500000000000002,0.76000000000000001,-59.34782849498616,59.852800938271912,-30.289677431004225,31,675,45
p000016,r0001,21,1.25,0.76000000000000001,-59.787765487012287,60.24687821191516,-30.529450999269702,26,720,45
p000017,r0005,9,1.25,0.46999999999999997,-60.029307726450973,60.24113514063999,4.1640269931072398,29,765,45
p000018,r0023,14,3.6499999999999999,0.76000000000000001,-59.969744784534171,59.799639144283994,-31.675092641617812,38,810,45
p000019,r0026,14,4.0499999999999998,0.46999999999999997,-60.137050395867625,59.618116626573645,2.8831881260262504,39,855,45
p000020,r0020,30,2.8500000000000001,0.23999999999999999,-64.185884323703874,60.880419726308034,31.314506754305178,40,900,45
p000021,r0023,9,2.4500000000000002,0.23999999999999999,-60.161710253035537,59.933391446937591,30.660567038944041,35,945,45
p000022,r0019,9,4.0499999999999998,0.23999999999999999,-72.214546406925137,63.245011988055495,31.184717973260145,39,990,45
p000023,r0010,14,3.25,0.23999999999999999,-72.987774559271088,63.947332932335065,30.63290713434959,39,1035,45
p000024,r0019,21,2.0499999999999998,0.76000000000000001,-61.109609211081803,64.492567459877392,-30.515086810051603,29,1080,45
p000025,r0018,30,2.0499999999999998,0.76000000000000001,-62.313966385219331,69.093110906431974,-31.226267835223023,28,1125,45
p000026,r0021,14,4.0499999999999998,0.46999999999999997,-60.339624541965961,60.187593776854001,3.9898011670086193,39,1170,45
p000027,r0018,21,1.6499999999999999,0.76000000000000001,-59.795350068182245,59.571016387128644,-30.697422118907635,27,1215,45
p000028,r0020,30,4.0499999999999998,0.46999999999999997,-58.956024698781242,60.220548048876374,3.7575588574772949,40,1260,45
p000029,r0003,9,2.4500000000000002,0.23999999999999999,-59.751453153775891,59.772816394935674,30.636991703244899,35,1305,45
p000030,r0012,9,4.0499999999999998,0.46999999999999997,-60.332768756060815,60.578314840374944,3.3001055500501364,38,1350,45
p000031,r0006,9,1.25,0.46999999999999997,-60.110556371291082,59.797192506629969,2.9905505340070802,29,1395,45
p000032,r0006,21,1.6499999999999999,0.46999999999999997,-59.743562567462639,60.420769125408761,4.3935332297592042,28,1440,45
p000033,r0010,21,2.4500000000000002,0.46999999999999997,-59.814627086833291,59.737774653657034,3.0981458356265845,34,1485,45
p000034,r0017,30,1.25,0.46999999999999997,-59.925975958163257,60.539879331650276,3.470927345437917,26,1530,45
p000035,r0006,14,3.25,0.46999999999999997,-60.077545478739879,60.037320646301296,4.0333335675319448,38,1575,45
p000036,r0008,30,0.84999999999999998,0.46999999999999997,-60.52513995433295,60.187771586709609,3.0027031624196097,26,1620,45
p000037,r0003,14,1.25,0.76000000000000001,-59.908117086882569,59.480537899877433,-30.804839890060169,27,1665,45
p000038,r0015,30,2.0499999999999998,0.46999999999999997,-59.249314096451812,60.007490803122622,3.5067925003226419,30,1710,45
p000039,r0016,14,2.0499999999999998,0.23999999999999999,-60.467729209806862,60.155049487927215,30.755582600471037,34,1755,45
p000040,r0025,14,2.4500000000000002,0.23999999999999999,-68.97477920839394,63.527525637986571,32.176972474855248,36,1800,45
p000041,r0008,9,1.25,0.76000000000000001,-60.062632390027829,59.885202382169069,-31.725152044700575,28,1845,45
p000042,r0022,21,2.0499999999999998,0.76000000000000001,-60.01822358081742,59.975405527505707,-30.76975259481986,29,1890,45
p000043,r0004,9,3.25,0.23999999999999999,-60.645950473963211,60.291645247668015,30.816622274476522,38,1935,45
p000044,r0011,14,1.25,0.46999999999999997,-60.409811605339939,59.895582689089593,2.9020473707077157,28,1980,45
p000045,r0014,30,2.0499999999999998,0.23999999999999999,-60.330196940330367,60.418546539278886,31.888848104172663,34,2025,45
p000046,r0023,21,2.8500000000000001,0.46999999999999997,-59.820643147053808,59.690707218109317,3.0703725464826546,37,2070,45
p000047,r0017,30,4.0499999999999998,0.76000000000000001,-61.155147924970386,62.94907835746811,-31.820133617185146,40,2115,45
p000048,r0026,30,2.0499999999999998,0.46999999999999997,-59.486133210796723,59.66551019517965,3.2142377943707556,30,2160,45
p000049,r0021,9,4.0499999999999998,0.76000000000000001,-59.934084655273935,60.280854446468844,-31.53249927085567,37,2205,45
p000050,r0000,30,4.0499999999999998,0.23999999999999999,-59.952867165262461,60.017676446282387,31.674745979511624,40,2250,45
p000051,r0012,21,2.8500000000000001,0.46999999999999997,-59.811862131522204,60.037972031129456,4.1585499746831802,36,2295,45
p000052,r0006,21,2.8500000000000001,0.46999999999999997,-59.621428512739257,59.887934319517811,3.2685337883569927,37,2340,45
p000053,r0013,14,2.8500000000000001,0.46999999999999997,-59.751981762710351,59.900474442679503,3.2138200261462755,35,2385,45
p000054,r0029,30,2.0499999999999998,0.46999999999999997,-60.15535353071094,59.767369605199505,3.853689731321599,29,2430,45
p000055,r0010,14,2.4500000000000002,0.46999999999999997,-59.932738621344939,60.107670991409023,4.1386784734146618,33,2475,45
