query_id,system_id,prefix,kind,energy,eta,value_real,value_imag
public_0_0,sys_alpha,64,DOS,-1.4168936993634405,0.35316687214338699,0.14574704831590779,0
public_0_1,sys_alpha,192,DOS,-1.4168936993634405,0.35316687214338699,0.14572587144930585,0
public_0_2,sys_alpha,384,DOS,-1.4168936993634405,0.35316687214338699,0.14572587148161836,0
public_0_3,sys_alpha,96,GR,-0.43587461007625417,0.26291311592896593,-0.14138311359852473,-0.41024969319509191
public_0_4,sys_alpha,96,GA,-0.43587461007625417,0.26291311592896593,-0.14138311359852473,0.41024969319509191
public_0_5,sys_alpha,224,GR,1.6831266227840678,0.17658343607169349,0.3321836947216032,-1.084240065800357
public_0_6,sys_alpha,384,GA,2.5071826577853042,0.12164636707161108,0.77551636267427504,0.15019866411762409
public_1_0,sys_beta,64,DOS,-2.4519529800314843,0.53140817489656023,0.10153567931440391,0
public_1_1,sys_beta,192,DOS,-2.4519529800314843,0.53140817489656023,0.10152566131423595,0
public_1_2,sys_beta,384,DOS,-2.4519529800314843,0.53140817489656023,0.1015256613240858,0
public_1_3,sys_beta,96,GR,-0.97581916087437248,0.39560386353410598,-0.1155159858534686,-0.48520235366620185
public_1_4,sys_beta,96,GA,-0.97581916087437248,0.39560386353410598,-0.1155159858534686,0.48520235366620185
public_1_5,sys_beta,224,GR,2.2126298885049889,0.26570408744828011,0.26691872901169772,-0.32105474759495417
public_1_6,sys_beta,384,GA,3.4525822965969626,0.18304059357548186,0.31632398485105867,0.202644288603652
public_2_0,sys_gamma,64,DOS,-2.0049593531973455,0.4350201120355362,0.10910594492737911,0
public_2_1,sys_gamma,192,DOS,-2.0049593531973455,0.4350201120355362,0.10911098814811038,0
public_2_2,sys_gamma,384,DOS,-2.0049593531973455,0.4350201120355362,0.10911098823965294,0
public_2_3,sys_gamma,96,GR,-0.79657015309863388,0.32384830562645478,-0.21257503929794086,-0.50917224026752905
public_2_4,sys_gamma,96,GA,-0.79657015309863388,0.32384830562645478,-0.21257503929794086,0.50917224026752905
public_2_5,sys_gamma,224,GR,1.8135505191145833,0.2175100560177681,0.41936281988840957,-0.43655664248828535
public_2_6,sys_gamma,384,GA,2.8285974471975011,0.14984026081224025,0.45174749593802649,0.2779011962827066
