query_id,target,size,control
q0000,0.20000000000000001,10.5,2.8783500000000002
q0001,0.20000000000000001,10.5,3.19835
q0002,0.20000000000000001,10.5,3.5183499999999999
q0003,0.20000000000000001,24.5,2.8783500000000002
q0004,0.20000000000000001,24.5,3.19835
q0005,0.20000000000000001,24.5,3.5183499999999999
q0006,0.20000000000000001,31,2.8783500000000002
q0007,0.20000000000000001,31,3.19835
q0008,0.20000000000000001,31,3.5183499999999999
q0009,0.52000000000000002,10.5,3.3173708000000004
q0010,0.52000000000000002,10.5,3.6373708000000002
q0011,0.52000000000000002,10.5,3.9573708000000001
q0012,0.52000000000000002,24.5,3.3173708000000004
q0013,0.52000000000000002,24.5,3.6373708000000002
q0014,0.52000000000000002,24.5,3.9573708000000001
q0015,0.52000000000000002,31,3.3173708000000004
q0016,0.52000000000000002,31,3.6373708000000002
q0017,0.52000000000000002,31,3.9573708000000001
q0018,0.83999999999999997,10.5,3.4371084000000005
q0019,0.83999999999999997,10.5,3.7571084000000003
q0020,0.83999999999999997,10.5,4.0771084000000002
q0021,0.83999999999999997,24.5,3.4371084000000005
q0022,0.83999999999999997,24.5,3.7571084000000003
q0023,0.83999999999999997,24.5,4.0771084000000002
q0024,0.83999999999999997,31,3.4371084000000005
q0025,0.83999999999999997,31,3.7571084000000003
q0026,0.83999999999999997,31,4.0771084000000002
