packet_id,realization_id,size,control,target,e_min,e_max,shift_energy,keep_count,eigen_offset,eigen_count
p000000,r0002,13,4.4000000000000004,0.20000000000000001,-59.924849314383486,60.498114343604634,36.863521612007013,40,0,45
p000001,r0023,8,3.5,0.83999999999999997,-71.289304042262046,119.28206123567328,-41.24788559779239,28,45,45
p000002,r0007,8,2.6000000000000001,0.52000000000000002,-59.716040312393652,59.849683362206299,-2.7744929485856789,26,90,45
p000003,r0000,13,3.9500000000000002,0.20000000000000001,-59.787198192197152,59.63982799424209,36.204422756954244,40,135,45
p000004,r0028,20,4.4000000000000004,0.52000000000000002,-60.633925427723575,60.165266538209515,-2.2003132840756932,40,180,45
p000005,r0028,20,2.6000000000000001,0.20000000000000001,-60.403647094796426,60.445931897958218,35.826016099407283,26,225,45
p000006,r0009,8,4.4000000000000004,0.52000000000000002,-59.480121434150774,60.002383532330938,-2.5785190502395539,40,270,45
p000007,r0000,20,3.9500000000000002,0.83999999999999997,-69.087608809410995,104.99925190329827,-40.783711095377512,39,315,45
p000008,r0006,20,2.6000000000000001,0.52000000000000002,-60.182954712131256,59.852416215791003,-2.1159766667285735,26,360,45
p000009,r0020,20,5.2999999999999998,0.83999999999999997,-70.435646899101528,114.54553746697351,-41.288657400529516,40,405,45
p000010,r0024,13,1.7,0.52000000000000002,-59.982403883200988,60.268360156797158,-2.7120371440018802,26,450,45
p000011,r0025,20,5.2999999999999998,0.20000000000000001,-67.205696399081035,62.51509669453209,37.020938075809468,40,495,45
p000012,r0022,20,4.8499999999999996,0.20000000000000001,-112.13428182785307,73.032258279008545,35.548950257636214,40,540,45
p000013,r0013,20,4.8499999999999996,0.52000000000000002,-59.699887290225568,59.869453632895137,-1.8566036471276306,40,585,45
p000014,r0000,8,2.1499999999999999,0.52000000000000002,-59.796663941687278,60.551944503973921,-2.4793318877699067,26,630,45
p000015,r0015,8,3.9500000000000002,0.52000000000000002,-60.277754585873801,59.964938544479274,-2.1112618833043255,36,675,45
p000016,r0027,29,2.6000000000000001,0.20000000000000001,-73.047443672997218,63.417762185201774,36.574721013561977,26,720,45
p000017,r0015,29,3.9500000000000002,0.83999999999999997,-68.944384512575226,110.25795269710633,-40.722010559026174,40,765,45
p000018,r0018,29,4.4000000000000004,0.20000000000000001,-60.195411069946182,60.674047061855219,36.950155435494942,40,810,45
p000019,r0016,29,4.8499999999999996,0.20000000000000001,-60.355091640394669,60.075825867134441,36.439642365628622,40,855,45
p000020,r0029,29,3.5,0.52000000000000002,-60.180476314000174,59.223190639914236,-2.4167161761212581,26,900,45
p000021,r0014,29,2.1499999999999999,0.83999999999999997,-69.017007532556065,106.58391068881923,-41.370860617136017,26,945,45
p000022,r0029,13,3.0499999999999998,0.20000000000000001,-60.592938835965072,60.004528319405132,36.335034888331094,27,990,45
p000023,r0026,29,3.9500000000000002,0.83999999999999997,-59.555871152818,61.651856563769506,-39.71263471816399,40,1035,45
p000024,r0014,13,3.5,0.52000000000000002,-59.974386353278575,60.325336059600531,-1.7805195950966095,28,1080,45
p000025,r0027,20,3.0499999999999998,0.52000000000000002,-59.767140007446365,60.025664028032217,-1.8165940704166446,26,1125,45
p000026,r0014,13,2.1499999999999999,0.20000000000000001,-69.719084480226186,61.924446926312669,35.145740645004892,26,1170,45
p000027,r0014,20,3.9500000000000002,0.83999999999999997,-65.09084382425317,84.881501938143458,-41.545268502269707,39,1215,45
p000028,r0014,20,4.4000000000000004,0.20000000000000001,-59.659080406506646,59.880722124842826,36.422761618572935,40,1260,45
p000029,r0025,29,4.8499999999999996,0.83999999999999997,-60.799513966129965,62.757060105513311,-40.580462114667021,40,1305,45
p000030,r0011,29,3.0499999999999998,0.52000000000000002,-60.123259920485943,59.893480141421627,-2.9652246907703104,26,1350,45
p000031,r0011,13,5.2999999999999998,0.20000000000000001,-72.340743345656279,63.546024125753597,36.818670631471619,40,1395,45
p000032,r0003,29,3.0499999999999998,0.52000000000000002,-59.887739263491667,59.834730156680294,-2.8709539418091312,26,1440,45
p000033,r0018,8,2.1499999999999999,0.20000000000000001,-59.905884834131783,60.092045303185486,36.542459275722038,26,1485,45
p000034,r0015,8,4.4000000000000004,0.20000000000000001,-73.123139147647834,63.56597625378339,35.778153173497145,40,1530,45
p000035,r0022,20,4.4000000000000004,0.52000000000000002,-60.104802396679489,60.217325737778694,-1.9001808921395622,40,1575,45
p000036,r0025,13,2.1499999999999999,0.52000000000000002,-60.239601273898096,60.290430706328898,-2.8351859233891377,26,1620,45
p000037,r0017,13,5.2999999999999998,0.52000000000000002,-60.443932642090019,59.96591189958788,-2.1972072620846275,40,1665,45
p000038,r0020,13,3.9500000000000002,0.20000000000000001,-60.159076946375919,60.244499937325713,36.613784560585387,40,1710,45
p000039,r0027,20,5.2999999999999998,0.20000000000000001,-59.69037305552974,60.124493884064975,35.711520496146029,40,1755,45
p000040,r0017,8,2.1499999999999999,0.83999999999999997,-64.473521347409559,83.166217285184246,-41.301163166194542,26,1800,45
p000041,r0018,13,3.0499999999999998,0.83999999999999997,-66.223064365443335,93.929601409513026,-41.048637841450315,26,1845,45
p000042,r0013,13,5.2999999999999998,0.20000000000000001,-64.884576159407558,60.713542322371914,36.043918626016023,40,1890,45
p000043,r0023,29,4.8499999999999996,0.83999999999999997,-68.145095894493139,102.4229806327203,-40.404203650138982,40,1935,45
p000044,r0023,13,3.9500000000000002,0.52000000000000002,-60.284219563514299,60.624950000422345,-2.6978181728247153,39,1980,45
p000045,r0016,8,2.1499999999999999,0.20000000000000001,-75.933199360902137,63.429961005102101,35.10732893190125,26,2025,45
p000046,r0026,29,3.9500000000000002,0.20000000000000001,-59.566340538481427,59.99297477397424,36.531111711483106,40,2070,45
p000047,r0023,29,4.8499999999999996,0.52000000000000002,-60.188123906609114,60.07215828888679,-2.013188452771085,40,2115,45
p000048,r0024,8,3.9500000000000002,0.20000000000000001,-61.69431879543103,60.575531781318631,36.571561665968702,39,2160,45
p000049,r0005,13,2.1499999999999999,0.20000000000000001,-99.396385613131358,70.110514313916497,36.659134328506923,26,2205,45
p000050,r0010,13,3.5,0.20000000000000001,-60.027023464102271,59.446666519684172,35.101928522926883,39,2250,45
p000051,r0014,29,3.0499999999999998,0.52000000000000002,-59.897613565379686,60.523048055535526,-2.5456959873403848,26,2295,45
p000052,r0003,8,4.4000000000000004,0.52000000000000002,-60.344817478179543,60.154899826093647,-2.954953172128417,39,2340,45
p000053,r0017,8,4.8499999999999996,0.52000000000000002,-59.758257705043384,59.906938695132446,-1.8689634329589879,40,2385,45
p000054,r0011,29,3.5,0.20000000000000001,-79.817092295317778,64.396248645893706,35.103580457651404,40,2430,45
p000055,r0006,13,2.6000000000000001,0.83999999999999997,-60.467165282667551,63.659747722274858,-41.056859201876762,26,2475,45
p000056,r0021,29,4.4000000000000004,0.20000000000000001,-60.662067286391192,60.33741908633138,36.587521811786871,40,2520,45
p000057,r0016,20,4.8499999999999996,0.83999999999999997,-81.973819939431138,173.81153671087444,-40.598162875382243,40,2565,45
p000058,r0016,8,2.6000000000000001,0.83999999999999997,-63.005512695962132,77.407153319986662,-40.089486133410318,26,2610,45
p000059,r0001,20,4.4000000000000004,0.83999999999999997,-68.150607192776192,101.32756544743212,-40.584099570342829,40,2655,45
p000060,r0000,29,3.0499999999999998,0.83999999999999997,-60.398623496610412,59.742320103108348,-41.626072520655406,26,2700,45
p000061,r0016,13,3.0499999999999998,0.20000000000000001,-65.372103083262488,61.006654163844388,35.280902714423007,27,2745,45
p000062,r0013,29,2.6000000000000001,0.20000000000000001,-59.317865686513848,59.80802901860249,36.432850077579225,26,2790,45
p000063,r0027,13,3.9500000000000002,0.52000000000000002,-60.198515727008747,59.552837436571998,-3.1678662084899942,39,2835,45
p000064,r0027,8,3.0499999999999998,0.52000000000000002,-59.799786606038957,60.999481509224942,-1.3661379107122855,26,2880,45
p000065,r0008,8,3.0499999999999998,0.20000000000000001,-59.845776589193036,59.56136523570504,35.229936870725425,29,2925,45
p000066,r0017,13,3.5,0.20000000000000001,-77.955270115956907,65.017475811370659,36.872926625905151,39,2970,45
p000067,r0002,8,5.2999999999999998,0.52000000000000002,-60.454656259993385,60.110655692007072,-2.1333065230331654,40,3015,45
p000068,r0006,8,3.5,0.52000000000000002,-60.288052901568754,59.529478866044649,-2.325637653114323,30,3060,45
p000069,r0004,13,4.4000000000000004,0.52000000000000002,-60.021056036905392,60.578034081105656,-2.5834927802600918,40,3105,45
p000070,r0003,20,4.4000000000000004,0.83999999999999997,-59.858561626650427,59.617473692441223,-40.292395975595753,40,3150,45
p000071,r0007,13,3.0499999999999998,0.52000000000000002,-60.39756486972415,60.677479098052615,-2.7315437651913017,26,3195,45
p000072,r0027,13,5.2999999999999998,0.83999999999999997,-87.907544369412165,205.94618234120429,-41.340948095713529,40,3240,45
p000073,r0015,8,2.1499999999999999,0.52000000000000002,-60.073505770415338,60.187567439791323,-1.8981906295161395,26,3285,45
p000074,r0025,29,3.9500000000000002,0.52000000000000002,-60.491474330006497,59.844212552116943,-2.2803446265872465,40,3330,45
p000075,r0002,29,3.0499999999999998,0.83999999999999997,-69.86612106711155,113.09527425327194,-40.142297815850185,26,3375,45
p000076,r0014,13,2.1499999999999999,0.52000000000000002,-60.011952251992874,59.851353007275357,-2.9275657275441249,26,3420,45
p000077,r0017,20,3.9500000000000002,0.52000000000000002,-59.744317940712392,60.085229664442082,-2.6761350902382448,40,3465,45
p000078,r0026,13,4.4000000000000004,0.52000000000000002,-59.419611732048764,60.112449246562065,-1.5942224623155667,40,3510,45
p000079,r0022,20,3.0499999999999998,0.83999999999999997,-61.295256364059284,67.055909388246377,-40.309069843690366,26,3555,45
p000080,r0023,20,3.9500000000000002,0.20000000000000001,-60.083817488466458,59.976139923930447,35.514148441451063,40,3600,45
p000081,r0019,13,3.9500000000000002,0.52000000000000002,-59.767425177668542,59.82415435670822,-2.813467001167699,39,3645,45
p000082,r0009,13,3.9500000000000002,0.20000000000000001,-60.181992866519344,60.246662384200683,35.710931334056674,40,3690,45
p000083,r0004,29,2.1499999999999999,0.20000000000000001,-59.518873843825084,59.688858924930422,36.297312371179324,26,3735,45
p000084,r0018,13,4.8499999999999996,0.52000000000000002,-59.219652763291904,60.170370266916322,-1.4624417087919597,40,3780,45
p000085,r0019,8,5.2999999999999998,0.20000000000000001,-59.972408391850081,59.697195930208238,35.313275065796574,40,3825,45
