case_id,target,size,control,realization_id,n_ratios,mean_r
case_indigo,0.23999999999999999,9,0.84999999999999998,r0000,26,0.57900859055779408
case_indigo,0.23999999999999999,9,0.84999999999999998,r0001,26,0.52813019098470881
case_indigo,0.23999999999999999,9,0.84999999999999998,r0002,26,0.46492220301651527
case_indigo,0.23999999999999999,9,0.84999999999999998,r0003,26,0.53900335512284192
case_indigo,0.23999999999999999,9,0.84999999999999998,r0004,27,0.5839581176701224
case_indigo,0.23999999999999999,9,0.84999999999999998,r0005,27,0.55060659879771412
case_indigo,0.23999999999999999,9,0.84999999999999998,r0006,27,0.43798937686652395
case_indigo,0.23999999999999999,9,0.84999999999999998,r0007,27,0.49157721713395508
case_indigo,0.23999999999999999,9,0.84999999999999998,r0008,26,0.58564863072103424
case_indigo,0.23999999999999999,9,0.84999999999999998,r0009,26,0.53389410445166074
case_indigo,0.23999999999999999,9,0.84999999999999998,r0010,26,0.50762041720449502
case_indigo,0.23999999999999999,9,0.84999999999999998,r0011,27,0.53304320183048459
case_indigo,0.23999999999999999,9,0.84999999999999998,r0012,26,0.48221190902736716
case_indigo,0.23999999999999999,9,0.84999999999999998,r0013,26,0.59016095557799997
case_indigo,0.23999999999999999,9,0.84999999999999998,r0014,26,0.48932576881043133
case_indigo,0.23999999999999999,9,0.84999999999999998,r0015,27,0.48701720181957731
case_indigo,0.23999999999999999,9,0.84999999999999998,r0016,26,0.607326982994987
case_indigo,0.23999999999999999,9,0.84999999999999998,r0017,26,0.6404734182754509
case_indigo,0.23999999999999999,9,0.84999999999999998,r0018,27,0.43165465215660459
case_indigo,0.23999999999999999,9,0.84999999999999998,r0019,26,0.37902549624037357
case_indigo,0.23999999999999999,9,0.84999999999999998,r0020,28,0.53585370521475673
case_indigo,0.23999999999999999,9,0.84999999999999998,r0021,26,0.51538881864988073
case_indigo,0.23999999999999999,9,0.84999999999999998,r0022,26,0.55933877194949111
case_indigo,0.23999999999999999,9,0.84999999999999998,r0023,27,0.66468855003713212
case_indigo,0.23999999999999999,9,0.84999999999999998,r0024,26,0.39958461561633002
case_indigo,0.23999999999999999,9,0.84999999999999998,r0025,27,0.543569755145902
case_indigo,0.23999999999999999,9,1.25,r0000,28,0.56039255286911571
case_indigo,0.23999999999999999,9,1.25,r0001,27,0.52885828400006696
case_indigo,0.23999999999999999,9,1.25,r0002,28,0.48075935884065085
case_indigo,0.23999999999999999,9,1.25,r0003,28,0.59660263324297913
case_indigo,0.23999999999999999,9,1.25,r0004,28,0.5323858499681714
case_indigo,0.23999999999999999,9,1.25,r0005,27,0.56308873514068891
case_indigo,0.23999999999999999,9,1.25,r0006,28,0.50800069896191136
case_indigo,0.23999999999999999,9,1.25,r0007,27,0.53312181409507253
case_indigo,0.23999999999999999,9,1.25,r0008,28,0.40376852442443412
case_indigo,0.23999999999999999,9,1.25,r0009,28,0.60033618706149938
case_indigo,0.23999999999999999,9,1.25,r0010,27,0.59416726672542031
case_indigo,0.23999999999999999,9,1.25,r0011,27,0.56122757641843013
case_indigo,0.23999999999999999,9,1.25,r0012,28,0.45376053086339313
case_indigo,0.23999999999999999,9,1.25,r0013,28,0.57748190525082499
case_indigo,0.23999999999999999,9,1.25,r0014,28,0.51864628302364457
case_indigo,0.23999999999999999,9,1.25,r0015,28,0.48398990203360104
case_indigo,0.23999999999999999,9,1.25,r0016,27,0.54737287932217493
case_indigo,0.23999999999999999,9,1.25,r0017,28,0.45535110689062203
case_indigo,0.23999999999999999,9,1.25,r0018,27,0.53101327316319757
case_indigo,0.23999999999999999,9,1.25,r0019,28,0.46459456264974203
case_indigo,0.23999999999999999,9,1.25,r0020,29,0.50681825362625943
case_indigo,0.23999999999999999,9,1.25,r0021,27,0.60022158675402304
case_indigo,0.23999999999999999,9,1.25,r0022,27,0.58255927909474559
case_indigo,0.23999999999999999,9,1.25,r0023,28,0.43099088669106395
case_indigo,0.23999999999999999,9,1.25,r0024,28,0.4723529672034939
case_indigo,0.23999999999999999,9,1.25,r0025,27,0.53062742173994759
case_indigo,0.23999999999999999,9,1.25,r0026,27,0.52375072691753088
case_indigo,0.23999999999999999,9,1.25,r0027,28,0.47385763649649365
case_indigo,0.23999999999999999,9,1.6499999999999999,r0000,30,0.45260219991496931
case_indigo,0.23999999999999999,9,1.6499999999999999,r0001,30,0.55950327005844269
case_indigo,0.23999999999999999,9,1.6499999999999999,r0002,30,0.49123666279374462
case_indigo,0.23999999999999999,9,1.6499999999999999,r0003,28,0.47621309943691204
case_indigo,0.23999999999999999,9,1.6499999999999999,r0004,29,0.49381947673587373
case_indigo,0.23999999999999999,9,1.6499999999999999,r0005,30,0.47297496152139906
case_indigo,0.23999999999999999,9,1.6499999999999999,r0006,29,0.52341672693255614
case_indigo,0.23999999999999999,9,1.6499999999999999,r0007,30,0.59694929076976699
case_indigo,0.23999999999999999,9,1.6499999999999999,r0008,30,0.50889709952359363
case_indigo,0.23999999999999999,9,1.6499999999999999,r0009,31,0.51291947259444703
case_indigo,0.23999999999999999,9,1.6499999999999999,r0010,30,0.41574334597690787
case_indigo,0.23999999999999999,9,1.6499999999999999,r0011,30,0.50768029122134639
case_indigo,0.23999999999999999,9,1.6499999999999999,r0012,29,0.48310414983191757
case_indigo,0.23999999999999999,9,1.6499999999999999,r0013,31,0.43508575555737117
case_indigo,0.23999999999999999,9,1.6499999999999999,r0014,30,0.54558366440196659
case_indigo,0.23999999999999999,9,1.6499999999999999,r0015,29,0.41122800858504405
case_indigo,0.23999999999999999,9,1.6499999999999999,r0016,29,0.4675014169781338
case_indigo,0.23999999999999999,9,1.6499999999999999,r0017,32,0.47761184167930171
