index,value
0,-0.24539411084926804
1,-0.06351769470498142
2,-0.042156574401559177
3,-0.018495970893087854
4,-0.20987043678482759
5,-0.16699172383967698
6,-0.49132336007978999
7,-0.5034605845136757
8,-0.26862051015647642
9,-0.34042961400229677
10,-0.52615888236448871
11,0.61346140280325068
12,0.85850644961504008
13,0.69457057284542212
14,0.54984622195263677
15,0.68137949869275183
16,0.73444038025780656
17,0.90232631402576813
18,0.80743840439344328
19,0.74200359305589725
20,0.79947814762607039
21,0.82391608474785882
22,0.80371427495678827
23,-0.059617776377054343
24,-0.32130028953204681
25,-0.056775271347605349
26,-0.0035201554130400714
27,-0.3169332730940726
28,-0.08143906272205742
29,-0.49648021142381504
30,-0.030023457430709111
31,-0.38734510891842833
32,-0.277408924463659
33,-0.40249163500321783
34,0.96885110683982134
35,1.0245362342353457
36,0.79443559100363215
37,0.91720009388140622
38,0.89658884839707587
39,0.79767593109690216
40,0.83450608160468498
41,0.75854441920957238
42,0.62900419049836909
43,0.75564171192724916
44,0.61503522930776577
45,0.70932933308756596
46,-0.52901206845619986
47,-0.057899271150043008
48,-0.44928980633490889
49,-0.395376143778567
50,-0.51389464071127033
51,-0.53829901189001295
52,-0.40350977282751543
53,-0.2495858435823437
54,-0.48914251661624375
55,-0.17641171723393217
56,-0.25798542611976188
57,0.82208510034097015
58,0.84693633755084552
59,0.83734228514106346
60,0.8593565447549163
61,0.61909619741454436
62,0.93009241449978397
63,0.70623248463747001
64,0.9918648298997913
65,0.62764717549172833
66,0.96925122856677948
67,0.60268569865325916
68,0.52786836594876418
69,-0.45223329335070511
70,-0.49343793908844524
71,-0.60115657061676209
72,-0.53838398764879836
73,-0.53423782057696445
74,-0.57624215573253756
75,-0.26900945556608957
76,-0.20001877564806486
77,-0.34139282151250055
78,-0.45733825989825599
79,-0.40721547659087853
80,0.76744221584141525
81,0.65218253837268558
82,0.72528021652068142
83,0.93322290703227195
84,0.76688828763692307
85,0.47806673797816207
86,0.51725213750562482
87,0.86087629860339465
88,0.70325787912534699
89,0.6165049526330959
90,0.670593362182487
91,0.48350343686644337
92,-0.5750431030611004
93,-0.6756570139438387
94,-0.18054224510419115
95,-0.47287067498390523
96,-0.55655755916119776
97,-0.54072108969483212
98,-0.24000940332427045
99,-0.59007419466175093
100,-0.20815006335964553
101,-0.33920493471233071
102,-0.40964990513041816
103,0.58308704902065522
104,0.69180682134858773
105,0.85761155350786633
106,0.46090374181751015
107,0.50650297841847913
108,0.74350614586685904
109,0.79522971431487588
110,0.61167938796839627
111,0.3682531227516096
112,0.36759850565086749
113,0.43862307640891041
114,0.88350868235572022
115,-0.71258827524995327
116,-0.34316484390339053
117,-0.72047665586162069
118,-0.30452363078917077
119,-0.31211677700506124
120,-0.29116255817565251
121,-0.51366776654552793
122,-0.3869059096313226
123,-0.72512047437354299
124,-0.43049474153284634
125,-0.64294015654649384
126,0.81186153427829821
127,0.73082903891333229
128,0.38215668865152486
129,0.49596229920438306
130,0.37654936133676675
131,0.34498651296766258
132,0.58936847333515829
133,0.64734902160707486
134,0.81040073848810956
135,0.42746796662099701
136,0.42541478868616672
137,0.45031918360274759
138,-0.48532001689841092
139,-0.28196580598490262
140,-0.55027380456749142
141,-0.41138245668251661
142,-0.69099648013594051
143,-0.50106347474272939
144,-0.59367625863886841
145,-0.31129456647504949
146,-0.72509903480060844
147,-0.63580448475949025
148,-0.75897406092830499
149,0.64378461386281782
150,0.46188916136474079
151,0.42083093701333463
152,0.41178566492003599
153,0.69294689017062749
154,0.59239347711972523
155,0.45649940924132998
156,0.60693688775114751
157,0.57349619505812266
158,0.23154265703503019
159,0.41569901974180179
160,0.56977247059787128
161,-0.61298845726548645
162,-0.51284343740894955
163,-0.7590453573063618
164,-0.74208898088558517
165,-0.59212166597646254
166,-0.50731715112755971
167,-0.72477308055912792
168,-0.58873880850487215
169,-0.36018603611850986
170,-0.81369024272070378
171,-0.59962956870605622
172,0.23651356161307213
173,0.66387606240228236
174,0.50500848127351372
175,0.23127378006936811
176,0.31031240976512364
177,0.54005286383868367
178,0.61865992974885531
179,0.5951017149227722
180,0.45284412558286513
181,0.536989005682732
182,0.71519852923321514
183,0.63031980903472806
184,-0.38875945751142255
185,-0.58925026247622292
186,-0.69757386857898218
187,-0.76187773592821562
188,-0.66422842594926901
189,-0.52306376869864657
190,-0.83178220827162552
191,-0.38556924110099289
192,-0.8548335601753585
193,-0.51334750290589426
194,-0.43662962879895018
195,0.38771020811014445
196,0.38035363705363651
197,0.60282741083679148
198,0.25496562849405097
199,0.52049438746345256
200,0.25511370535664796
201,0.4224631064053056
202,0.26529206112875503
203,0.66896651447440936
204,0.37677270556618159
205,0.41057056285985738
206,0.31743678804306341
207,-0.74316613673883891
208,-0.48550527826145079
209,-0.44536214321086193
210,-0.63288806120081931
211,-0.66437268466575705
212,-0.57656260881339927
213,-0.47975701224079226
214,-0.45199347205818702
215,-0.69346327386885698
216,-0.70011331125265353
217,-0.59344377216901223
218,0.19045487874504549
219,0.4637498696358604
220,0.46105624872193202
221,0.58013331506893906
222,0.17036643748379782
223,0.4529458117265297
224,0.60491124546996877
225,0.65864504529343337
226,0.6245529548426052
227,0.48961318175194496
228,0.37013545120912883
229,0.27823807595807648
230,-0.37262617261212644
231,-0.6160275618775698
232,-0.32963723363876252
233,-0.42829305401353573
234,-0.51422741504120084
235,-0.54474738504294762
236,-0.66125678056788351
237,-0.48210476215029274
238,-0.62275509095725112
239,-0.82484750956908293
240,-0.69148895859315029
241,0.36881918006791281
242,0.31331030776122881
243,0.6034552295736364
244,0.27289137151296272
245,0.29965910836758208
246,0.70732471089161564
247,0.47923279212453457
248,0.25177509453685026
249,0.48368897027311214
250,0.34752364968044891
251,0.6344545857302768
252,0.51033312668946629
253,-0.60637767235911122
254,-0.73173194369121064
255,-0.67756221351426671
256,-0.29142389788859535
257,-0.81279362901587826
258,-0.66025848277516208
259,-0.50326551147746135
260,-0.52854604301709629
261,-0.53668193288261046
262,-0.79611012968072847
263,-0.52714065523362841
264,0.42181008292680777
265,0.27878419417014388
266,0.5115598213583209
267,0.50060159803269522
268,0.66770320179213805
269,0.61211267822173165
270,0.52556287407740376
271,0.50025058057717153
272,0.25369635027195148
273,0.33155034197162875
274,0.70964489830486166
275,0.50960465703633395
276,-0.63251172348211282
277,-0.75184874115034139
278,-0.27701976486843344
279,-0.2507719517105414
280,-0.72548022300840564
281,-0.43329013782702736
282,-0.26642737239674419
283,-0.26727263201788959
284,-0.22601331398562458
285,-0.62597154710379654
286,-0.71597726496715719
287,0.76847364681857711
288,0.39998855287160395
289,0.53149745923022729
290,0.69127296738898858
291,0.65268302243017529
292,0.37180368802544372
293,0.58836547677558937
294,0.45844887652581223
295,0.59955749668698544
296,0.71783811178078571
297,0.3722799837417497
298,0.66141944653878693
299,-0.66158535642479088
300,-0.64325885609208111
301,-0.18233232523463461
302,-0.52322771045320593
303,-0.56321008195753008
304,-0.57080686708163075
305,-0.45999404156462176
306,-0.30732141535408641
307,-0.55862252428408277
308,-0.37063651424504457
309,-0.1835603287189207
310,0.65498436265707372
311,0.39582080200028158
312,0.73232795689320163
313,0.66285460080299385
314,0.72620942158697555
315,0.84620257405254407
316,0.49747645909028904
317,0.59594220021504207
318,0.62519543114513354
319,0.87112740540010758
320,0.54329268929134977
321,0.64904951960569468
322,-0.1970486207248256
323,-0.24652265350531849
324,-0.50326950485732747
325,-0.29660851892102885
326,-0.48398436062335776
327,-0.17498672208943472
328,-0.15460851411518167
329,-0.15198630246929601
330,-0.36133037737124685
331,-0.11694045506766787
332,-0.46779821892091267
333,0.87286760618346548
334,0.52016908915724858
335,0.49469484240730427
336,0.90828049386149057
337,0.85986133242732077
338,0.51541005268046236
339,0.85933990103282565
340,0.57567531399490501
341,0.58274457460622242
342,0.73730909480036688
343,0.6316102808610069
344,0.56568307718665367
345,-0.052737562735927945
346,-0.39643098077291866
347,-0.19369792029811234
348,-0.31918229571765461
349,-0.57302188681312827
350,-0.070663686257778247
351,-0.44057407927906167
352,-0.32248208222015962
353,-0.14000452747165054
354,-0.32427095232778158
355,-0.49549677059992392
356,0.59816131723240251
357,0.6623208590138947
358,0.67015182000407503
359,1.0057765861091215
360,0.63745847130029432
361,0.69913837304436399
362,0.59980479231425621
363,0.82902071627820928
364,0.60541919770218777
365,0.92210061571750823
366,0.91230078203203058
367,0.78437577299608652
368,-0.097825373207719724
369,-0.46799840066749754
370,-0.06873818886741262
371,-0.34982277473993956
372,-0.12716380779505687
373,-0.009503805246171948
374,-0.35371798142947247
375,-0.070894237353486766
376,-0.51780942798865781
377,-0.42111006574483628
378,-0.14360337928363098
379,0.52627309095974861
380,0.77882858854753856
381,0.90921097586180144
382,0.64631829571792498
383,1.033996745477076
384,0.80680967150405625
