query_id,system_id,prefix,kind,energy,eta,value_real,value_imag
public_0_0,sys_alpha,64,DOS,-1.4168936993634405,0.35316687214338699,-0.21587907472332471,0
public_0_1,sys_alpha,192,DOS,-1.4168936993634405,0.35316687214338699,-0.21591655102294147,0
public_0_2,sys_alpha,384,DOS,-1.4168936993634405,0.35316687214338699,-0.21591655075391608,0
public_0_3,sys_alpha,96,GR,-0.43587461007625417,0.26291311592896593,-0.15233221746420214,0.45784371243158883
public_0_4,sys_alpha,96,GA,-0.43587461007625417,0.26291311592896593,-0.15233221746420214,-0.45784371243158883
public_0_5,sys_alpha,224,GR,1.6831266227840678,0.17658343607169349,0.40351479211881069,1.0506659794472093
public_0_6,sys_alpha,384,GA,2.5071826577853042,0.12164636707161108,0.79654028235772956,-0.17023101039106339
public_1_0,sys_beta,64,DOS,-2.4519529800314843,0.53140817489656023,-0.2715046105428221,0
public_1_1,sys_beta,192,DOS,-2.4519529800314843,0.53140817489656023,-0.27152414702874883,0
public_1_2,sys_beta,384,DOS,-2.4519529800314843,0.53140817489656023,-0.27152414701377992,0
public_1_3,sys_beta,96,GR,-0.97581916087437248,0.39560386353410598,-0.15827468069944836,0.45009664575847957
public_1_4,sys_beta,96,GA,-0.97581916087437248,0.39560386353410598,-0.15827468069944836,-0.45009664575847957
public_1_5,sys_beta,224,GR,2.2126298885049889,0.26570408744828011,0.27666246235442449,0.3731156522055723
public_1_6,sys_beta,384,GA,3.4525822965969626,0.18304059357548186,0.35965825097330373,-0.2053445043594212
public_2_0,sys_gamma,64,DOS,-2.0049593531973455,0.4350201120355362,-0.36060255520066831,0
public_2_1,sys_gamma,192,DOS,-2.0049593531973455,0.4350201120355362,-0.36059487127735146,0
public_2_2,sys_gamma,384,DOS,-2.0049593531973455,0.4350201120355362,-0.36059487138581986,0
public_2_3,sys_gamma,96,GR,-0.79657015309863388,0.32384830562645478,-0.24255167084517906,0.57592816856142015
public_2_4,sys_gamma,96,GA,-0.79657015309863388,0.32384830562645478,-0.24255167084517906,-0.57592816856142015
public_2_5,sys_gamma,224,GR,1.8135505191145833,0.2175100560177681,0.39068337336796827,0.4280091385000056
public_2_6,sys_gamma,384,GA,2.8285974471975011,0.14984026081224025,0.41793669659520483,-0.26051351373511289
