query_id,system_id,prefix,kind,energy,eta,value_real,value_imag
public_0_0,sys_alpha,64,DOS,-1.4168936993634405,0.35316687214338699,0.036744617142378817,0
public_0_1,sys_alpha,192,DOS,-1.4168936993634405,0.35316687214338699,0.03675408142105191,0
public_0_2,sys_alpha,384,DOS,-1.4168936993634405,0.35316687214338699,0.036754081329199745,0
public_0_3,sys_alpha,96,GR,-0.43587461007625417,0.26291311592896593,0.23867755243033881,-0.11845455606350799
public_0_4,sys_alpha,96,GA,-0.43587461007625417,0.26291311592896593,0.23867755243033881,0.11845455606350799
public_0_5,sys_alpha,224,GR,1.6831266227840678,0.17658343607169349,0.9121376547432859,0.096856288384249201
public_0_6,sys_alpha,384,GA,2.5071826577853042,0.12164636707161108,0.34738171853448457,-0.75568480013599004
public_1_0,sys_beta,64,DOS,-2.4519529800314843,0.53140817489656023,0.066804657363549208,0
public_1_1,sys_beta,192,DOS,-2.4519529800314843,0.53140817489656023,0.066813878325103673,0
public_1_2,sys_beta,384,DOS,-2.4519529800314843,0.53140817489656023,0.06681387831401428,0
public_1_3,sys_beta,96,GR,-0.97581916087437248,0.39560386353410598,0.32314193030399452,-0.11059349339329463
public_1_4,sys_beta,96,GA,-0.97581916087437248,0.39560386353410598,0.32314193030399452,0.11059349339329463
public_1_5,sys_beta,224,GR,2.2126298885049889,0.26570408744828011,0.2910157920842083,0.19556325605258584
public_1_6,sys_beta,384,GA,3.4525822965969626,0.18304059357548186,0.20918117476066181,-0.30304043884372173
public_2_0,sys_gamma,64,DOS,-2.0049593531973455,0.4350201120355362,0.095835410543654423,0
public_2_1,sys_gamma,192,DOS,-2.0049593531973455,0.4350201120355362,0.095830122144375016,0
public_2_2,sys_gamma,384,DOS,-2.0049593531973455,0.4350201120355362,0.095830122180754276,0
public_2_3,sys_gamma,96,GR,-0.79657015309863388,0.32384830562645478,0.43174111745198285,-0.17733388312395892
public_2_4,sys_gamma,96,GA,-0.79657015309863388,0.32384830562645478,0.43174111745198285,0.17733388312395892
public_2_5,sys_gamma,224,GR,1.8135505191145833,0.2175100560177681,0.3481007339641316,0.30579292310136647
public_2_6,sys_gamma,384,GA,2.8285974471975011,0.14984026081224025,0.25097692833583218,-0.35163243326428217
