case_id,target,size,control,realization_id,n_ratios,mean_r
case_sable,0.20000000000000001,8,2.1499999999999999,r0000,24,0.50498536278530948
case_sable,0.20000000000000001,8,2.1499999999999999,r0001,24,0.54421247699237629
case_sable,0.20000000000000001,8,2.1499999999999999,r0002,24,0.49240942564832269
case_sable,0.20000000000000001,8,2.1499999999999999,r0003,24,0.57046429513862706
case_sable,0.20000000000000001,8,2.1499999999999999,r0004,24,0.59301003394404728
case_sable,0.20000000000000001,8,2.1499999999999999,r0005,24,0.52316868326959309
case_sable,0.20000000000000001,8,2.1499999999999999,r0006,24,0.45557619228357943
case_sable,0.20000000000000001,8,2.1499999999999999,r0007,24,0.54880460619805882
case_sable,0.20000000000000001,8,2.1499999999999999,r0008,24,0.53151543951809355
case_sable,0.20000000000000001,8,2.1499999999999999,r0009,24,0.52384517213869286
case_sable,0.20000000000000001,8,2.1499999999999999,r0010,24,0.61033510776959454
case_sable,0.20000000000000001,8,2.1499999999999999,r0011,24,0.52162759294989858
case_sable,0.20000000000000001,8,2.1499999999999999,r0012,24,0.48280643756678138
case_sable,0.20000000000000001,8,2.1499999999999999,r0013,24,0.55041549154331137
case_sable,0.20000000000000001,8,2.1499999999999999,r0014,24,0.59983955911651055
case_sable,0.20000000000000001,8,2.1499999999999999,r0015,24,0.5204661497803762
case_sable,0.20000000000000001,8,2.1499999999999999,r0016,24,0.55197621031381605
case_sable,0.20000000000000001,8,2.1499999999999999,r0017,24,0.4791132291571607
case_sable,0.20000000000000001,8,2.1499999999999999,r0018,24,0.6050086468413044
case_sable,0.20000000000000001,8,2.1499999999999999,r0019,24,0.52351821645070895
case_sable,0.20000000000000001,8,2.1499999999999999,r0020,24,0.6222873453584824
case_sable,0.20000000000000001,8,2.1499999999999999,r0021,24,0.53392802869227207
case_sable,0.20000000000000001,8,2.1499999999999999,r0022,24,0.60509664224666737
case_sable,0.20000000000000001,8,2.1499999999999999,r0023,24,0.4591363692207569
case_sable,0.20000000000000001,8,2.1499999999999999,r0024,24,0.60934982233856905
case_sable,0.20000000000000001,8,2.1499999999999999,r0025,24,0.4756961311277299
