case_id,target,size,control,n_realizations,n_ratios,mean_r,se_r
case_sable,0.20000000000000001,8,2.1499999999999999,30,720,0.53727557348113542,0.0088738568562410497
case_sable,0.20000000000000001,8,2.6000000000000001,30,725,0.5353082448463129,0.01020470025421112
case_sable,0.20000000000000001,8,3.0499999999999998,30,820,0.51501006277864658,0.013966834900703306
case_sable,0.20000000000000001,8,3.5,30,1041,0.42533982032808459,0.010094672069111276
case_sable,0.20000000000000001,8,3.9500000000000002,30,1138,0.40534980396071313,0.010964792031452513
case_sable,0.20000000000000001,8,4.4000000000000004,30,1140,0.39721526725081779,0.0095166846174867883
case_sable,0.20000000000000001,8,4.8499999999999996,30,1140,0.38646220798779024,0.010875053912556373
case_sable,0.20000000000000001,8,5.2999999999999998,30,1140,0.3917023233156513,0.0081966220937055786
case_sable,0.20000000000000001,13,1.7,30,720,0.54561652428772456,0.010297664005507103
case_sable,0.20000000000000001,13,2.1499999999999999,30,720,0.52552854740473864,0.0096324264256963249
case_sable,0.20000000000000001,13,2.6000000000000001,30,720,0.516403915717636,0.0099938431817287662
case_sable,0.20000000000000001,13,3.0499999999999998,30,762,0.52030533562852077,0.010558906978540611
case_sable,0.20000000000000001,13,3.5,30,1110,0.39758200440555846,0.0100172170121961
case_sable,0.20000000000000001,13,3.9500000000000002,30,1140,0.38621958927825994,0.0093483251489723876
case_sable,0.20000000000000001,13,4.4000000000000004,30,1140,0.38795376991829561,0.0086904671456214319
case_sable,0.20000000000000001,13,4.8499999999999996,30,1140,0.38733494548796038,0.010357666578631575
case_sable,0.20000000000000001,13,5.2999999999999998,30,1140,0.36893030718455333,0.0067245315447108022
case_sable,0.20000000000000001,20,1.7,30,720,0.52888006944061272,0.011091487206459014
case_sable,0.20000000000000001,20,2.1499999999999999,30,720,0.53012148856262031,0.011187936259492088
case_sable,0.20000000000000001,20,2.6000000000000001,30,720,0.53206400084217442,0.0089014951059017879
case_sable,0.20000000000000001,20,3.0499999999999998,30,720,0.5179332228822241,0.011825573976286249
case_sable,0.20000000000000001,20,3.5,30,1140,0.38538931111119457,0.0078094739892124411
